出表日期,報告年度,公司代號,公司名稱,產品生命週期管理之揭露：報廢產品及電子廢棄物之重量(公噸(t)),產品生命週期管理之揭露：含報廢產品及電子廢棄物之再循環之百分比,date
1150513,113,4164,承業醫,N/A,N/A,2026-05-15
1150513,113,4190,佐登-KY,N/A,N/A,2026-05-15
1150513,113,4306,炎洲,N/A,N/A,2026-05-15
1150513,113,4414,如興,N/A,N/A,2026-05-15
1150513,113,4438,廣越,N/A,N/A,2026-05-15
1150513,113,4439,冠星-KY,N/A,N/A,2026-05-15
1150513,113,4440,宜新實業,N/A,N/A,2026-05-15
1150513,113,4526,東台,N/A,N/A,2026-05-15
1150513,113,4540,全球傳動,0.0000,0.00%,2026-05-15
1150513,113,4545,銘鈺,N/A,N/A,2026-05-15
1150513,113,4551,智伸科,N/A,N/A,2026-05-15
1150513,113,4552,力達-KY,N/A,N/A,2026-05-15
1150513,113,4555,氣立,1.5700,100.00%,2026-05-15
1150513,113,4557,永新-KY,N/A,N/A,2026-05-15
1150513,113,4560,強信-KY,N/A,N/A,2026-05-15
1150513,113,4562,穎漢,0.0000,0.00%,2026-05-15
1150513,113,4564,元翎,N/A,N/A,2026-05-15
1150513,113,4569,六方科-KY,N/A,N/A,2026-05-15
1150513,113,4571,鈞興-KY,N/A,N/A,2026-05-15
1150513,113,4720,德淵,N/A,N/A,2026-05-15
1150513,113,4722,國精化,N/A,N/A,2026-05-15
1150513,113,4736,泰博,N/A,N/A,2026-05-15
1150513,113,4739,康普,N/A,N/A,2026-05-15
1150513,113,4746,台耀,N/A,N/A,2026-05-15
1150513,113,4764,雙鍵,N/A,N/A,2026-05-15
1150513,113,4766,南寶,N/A,N/A,2026-05-15
1150513,113,4770,上品,N/A,N/A,2026-05-15
1150513,113,4771,望隼,N/A,N/A,2026-05-15
1150513,113,4904,遠傳,N/A,N/A,2026-05-15
1150513,113,4906,正文,N/A,N/A,2026-05-15
1150513,113,4915,致伸,N/A,N/A,2026-05-15
1150513,113,4916,事欣科,N/A,N/A,2026-05-15
1150513,113,4919,新唐,N/A,N/A,2026-05-15
1150513,113,4927,泰鼎-KY,636.0000,0.00%,2026-05-15
1150513,113,4934,太極,N/A,0.00%,2026-05-15
1150513,113,4938,和碩,29695.2220,91.92%,2026-05-15
1150513,113,4942,嘉彰,N/A,N/A,2026-05-15
1150513,113,4952,凌通,N/A,N/A,2026-05-15
1150513,113,4956,光鋐,N/A,N/A,2026-05-15
1150513,113,4958,臻鼎-KY,3939.0000,100.00%,2026-05-15
1150513,113,4960,誠美材,3970.0000,38.80%,2026-05-15
1150513,113,4961,天鈺,N/A,N/A,2026-05-15
1150513,113,4967,十銓,N/A,N/A,2026-05-15
1150513,113,4968,立積,0.2900,5.66%,2026-05-15
1150513,113,4976,佳凌,N/A,N/A,2026-05-15
1150513,113,4977,眾達-KY,N/A,N/A,2026-05-15
1150513,113,4989,榮科,N/A,N/A,2026-05-15
1150513,113,4994,傳奇,N/A,N/A,2026-05-15
1150513,113,4999,鑫禾,N/A,N/A,2026-05-15
1150513,113,5007,三星,N/A,N/A,2026-05-15
1150513,113,5203,訊連,N/A,N/A,2026-05-15
1150513,113,5215,科嘉-KY,N/A,N/A,2026-05-15
1150513,113,5222,全訊,N/A,N/A,2026-05-15
1150513,113,5234,達興材料,N/A,N/A,2026-05-15
1150513,113,5243,乙盛-KY,N/A,N/A,2026-05-15
1150513,113,5244,弘凱,N/A,N/A,2026-05-15
1150513,113,5269,祥碩,N/A,N/A,2026-05-15
1150513,113,5284,jpp-KY,N/A,N/A,2026-05-15
1150513,113,5285,界霖,N/A,N/A,2026-05-15
1150513,113,5288,豐祥-KY,N/A,N/A,2026-05-15
1150513,113,5306,桂盟,N/A,N/A,2026-05-15
1150513,113,5388,中磊,N/A,N/A,2026-05-15
1150513,113,5469,瀚宇博,N/A,N/A,2026-05-15
1150513,113,5471,松翰,N/A,N/A,2026-05-15
1150513,113,5484,慧友,N/A,N/A,2026-05-15
1150513,113,5519,隆大,N/A,N/A,2026-05-15
1150513,113,5522,遠雄,N/A,N/A,2026-05-15
1150513,113,5525,順天,N/A,N/A,2026-05-15
1150513,113,5533,皇鼎,N/A,N/A,2026-05-15
1150513,113,5534,長虹,N/A,N/A,2026-05-15
1150513,113,5538,東明-KY,N/A,N/A,2026-05-15
1150513,113,5546,永固-KY,N/A,N/A,2026-05-15
1150513,113,5607,遠雄港,N/A,N/A,2026-05-15
1150513,113,5608,四維航,6.4885,N/A,2026-05-15
1150513,113,5706,鳳凰,N/A,N/A,2026-05-15
1150513,113,5871,中租-KY,N/A,N/A,2026-05-15
1150513,113,5880,合庫金,N/A,N/A,2026-05-15
1150513,113,5906,台南-KY,N/A,N/A,2026-05-15
1150513,113,5907,大洋-KY,N/A,N/A,2026-05-15
1150513,113,6024,群益期,N/A,N/A,2026-05-15
1150513,113,6108,競國,N/A,N/A,2026-05-15
1150513,113,6112,邁達特,N/A,N/A,2026-05-15
1150513,113,6115,鎰勝,0.0000,0.00%,2026-05-15
1150513,113,6116,彩晶,0.0000,0.00%,2026-05-15
1150513,113,6117,迎廣,N/A,N/A,2026-05-15
1150513,113,6120,達運,7.9454,96.13%,2026-05-15
1150513,113,6128,上福,0.0000,0.00%,2026-05-15
1150513,113,6136,富爾特,N/A,N/A,2026-05-15
1150513,113,6139,亞翔,0.0000,0.00%,2026-05-15
1150513,113,6141,柏承,N/A,N/A,2026-05-15
1150513,113,6142,友勁,N/A,N/A,2026-05-15
1150513,113,6152,百一,N/A,N/A,2026-05-15
1150513,113,6153,嘉聯益,66.4159,100.00%,2026-05-15
1150513,113,6165,浪凡,N/A,N/A,2026-05-15
1150513,113,6166,凌華,4.4960,70.42%,2026-05-15
1150513,113,6168,宏齊,16.7380,20.26%,2026-05-15
1150513,113,6176,瑞儀,2767.4490,0.00%,2026-05-15
1150513,113,6177,達麗,0.0000,0.00%,2026-05-15
1150513,113,6183,關貿,N/A,N/A,2026-05-15
1150513,113,6189,豐藝,1.3800,0.00%,2026-05-15
1150513,113,6191,精成科,N/A,N/A,2026-05-15
1150513,113,6192,巨路,N/A,N/A,2026-05-15
1150513,113,6196,帆宣,0.0000,0.00%,2026-05-15
1150513,113,6197,佳必琪,4.4832,0.69%,2026-05-15
1150513,113,6201,亞弘電,N/A,N/A,2026-05-15
1150513,113,6202,盛群,0.3703,24.45%,2026-05-15
1150513,113,6209,今國光,N/A,N/A,2026-05-15
1150513,113,6213,聯茂,N/A,N/A,2026-05-15
1150513,113,6214,精誠,N/A,N/A,2026-05-15
1150513,113,6215,和椿,N/A,N/A,2026-05-15
1150513,113,6224,聚鼎,N/A,N/A,2026-05-15
1150513,113,6226,光鼎,N/A,N/A,2026-05-15
1150513,113,6230,尼得科超眾,0.0000,0.00%,2026-05-15
1150513,113,6235,華孚,N/A,N/A,2026-05-15
1150513,113,6239,力成,472.3800,99.80%,2026-05-15
1150513,113,6243,迅杰,N/A,N/A,2026-05-15
1150513,113,6257,矽格,5.6908,100.00%,2026-05-15
1150513,113,6269,台郡,6.1630,100.00%,2026-05-15
1150513,113,6271,同欣電,60.2192,8.09%,2026-05-15
1150513,113,6277,宏正,N/A,N/A,2026-05-15
1150513,113,6278,台表科,N/A,N/A,2026-05-15
1150513,113,6281,全國電,N/A,N/A,2026-05-15
1150513,113,6282,康舒,149.1147,100.00%,2026-05-15
1150513,113,6283,淳安,N/A,N/A,2026-05-15
1150513,113,6285,啟碁,N/A,N/A,2026-05-15
1150513,113,6405,悅城,N/A,N/A,2026-05-15
1150513,113,6409,旭隼,N/A,N/A,2026-05-15
1150513,113,6412,群電,247.0000,100.00%,2026-05-15
1150513,113,6414,樺漢,N/A,N/A,2026-05-15
1150513,113,6415,矽力*-KY,N/A,N/A,2026-05-15
1150513,113,6426,統新,N/A,N/A,2026-05-15
1150513,113,6431,光麗-KY,N/A,N/A,2026-05-15
1150513,113,6438,迅得,8.3190,11.80%,2026-05-15
1150513,113,6443,元晶,64.1000,84.28%,2026-05-15
1150513,113,6446,藥華藥,6.6300,17.49%,2026-05-15
1150513,113,6449,鈺邦,N/A,N/A,2026-05-15
1150513,113,6456,GIS-KY,375.7500,0.00%,2026-05-15
1150513,113,6464,台數科,207.5270,34.95%,2026-05-15
1150513,113,6477,安集,N/A,N/A,2026-05-15
1150513,113,6504,南六,N/A,N/A,2026-05-15
1150513,113,6515,穎崴,N/A,N/A,2026-05-15
1150513,113,6526,達發,N/A,N/A,2026-05-15
1150513,113,6531,愛普*,0.1060,0.00%,2026-05-15
1150513,113,6533,晶心科,N/A,N/A,2026-05-15
1150513,113,6534,正瀚-創,N/A,N/A,2026-05-15
1150513,113,6541,泰福-KY,N/A,N/A,2026-05-15
1150513,113,6550,北極星藥業-KY,N/A,N/A,2026-05-15
1150513,113,6558,興能高,152.7740,0.00%,2026-05-15
1150513,113,6573,虹揚-KY,29.5100,67.82%,2026-05-15
1150513,113,6579,研揚,41.3161,66.96%,2026-05-15
1150513,113,6581,鋼聯,140679.6200,75.52%,2026-05-15
1150513,113,6582,申豐,N/A,N/A,2026-05-15
1150513,113,6589,台康生技,N/A,N/A,2026-05-15
1150513,113,6591,動力-KY,N/A,N/A,2026-05-15
1150513,113,6592,和潤企業,N/A,N/A,2026-05-15
1150513,113,6605,帝寶,N/A,N/A,2026-05-15
1150513,113,6606,建德工業,N/A,N/A,2026-05-15
1150513,113,6645,金萬林-創,N/A,N/A,2026-05-15
1150513,113,6655,科定,N/A,N/A,2026-05-15
1150513,113,6657,華安,N/A,N/A,2026-05-15
1150513,113,6658,聯策,N/A,N/A,2026-05-15
1150513,113,6668,中揚光,N/A,N/A,2026-05-15
1150513,113,6669,緯穎,N/A,N/A,2026-05-15
1150513,113,6671,三能-KY,N/A,N/A,2026-05-15
1150513,113,6672,騰輝電子-KY,N/A,N/A,2026-05-15
1150513,113,6674,鋐寶科技,N/A,N/A,2026-05-15
1150513,113,6689,伊雲谷,N/A,N/A,2026-05-15
1150513,113,6691,洋基工程,1725.2200,100.00%,2026-05-15
1150513,113,6695,芯鼎,0.0000,0.00%,2026-05-15
1150513,113,6706,惠特,N/A,N/A,2026-05-15
1150513,113,6715,嘉基,56.0690,87.75%,2026-05-15
1150513,113,6719,力智,0.0000,0.00%,2026-05-15
1150513,113,6742,澤米,0.5100,0.00%,2026-05-15
1150513,113,6753,龍德造船,N/A,N/A,2026-05-15
1150513,113,6756,威鋒電子,N/A,N/A,2026-05-15
1150513,113,6757,台灣虎航,N/A,N/A,2026-05-15
1150513,113,6770,力積電,18895.9900,95.79%,2026-05-15
1150513,113,6776,展碁國際,N/A,N/A,2026-05-15
1150513,113,6789,采鈺,8.0000,100.00%,2026-05-15
1150513,113,6790,永豐實,N/A,N/A,2026-05-15
1150513,113,6792,詠業,384.5500,16.54%,2026-05-15
1150513,113,6794,向榮生技-創,N/A,N/A,2026-05-15
1150513,113,6799,來頡,N/A,N/A,2026-05-15
1150513,113,6805,富世達,N/A,N/A,2026-05-15
1150513,113,6806,森崴能源,0.0000,0.00%,2026-05-15
1150513,113,6834,天二科技,N/A,N/A,2026-05-15
1150513,113,6835,圓裕,N/A,N/A,2026-05-15
1150513,113,6838,台新藥,N/A,N/A,2026-05-15
1150513,113,6854,錼創科技-KY創,N/A,N/A,2026-05-15
1150513,113,6861,睿生光電,0.0000,0.00%,2026-05-15
1150513,113,6862,三集瑞-KY,162.2200,73.71%,2026-05-15
1150513,113,6863,永道-KY,56.2118,N/A,2026-05-15
1150513,113,6873,泓德能源,N/A,N/A,2026-05-15
1150513,113,6887,寶綠特-KY,N/A,N/A,2026-05-15
1150513,113,6890,來億-KY,0.0000,0.00%,2026-05-15
1150513,113,6901,鑽石投資,N/A,N/A,2026-05-15
1150513,113,6902,GOGOLOOK-創,N/A,N/A,2026-05-15
1150513,113,6906,現觀科,N/A,N/A,2026-05-15
1150513,113,6909,創控,N/A,N/A,2026-05-15
1150513,113,6914,阜爾運通,N/A,N/A,2026-05-15
1150513,113,6919,康霈*,N/A,N/A,2026-05-15
1150513,113,6928,攸泰科技,N/A,N/A,2026-05-15
1150513,113,6931,青松健康,N/A,N/A,2026-05-15
1150513,113,6933,AMAX-KY,N/A,N/A,2026-05-15
1150513,113,6944,兆聯實業,80.4900,0.00%,2026-05-15
1150513,113,6949,沛爾生醫-創,N/A,N/A,2026-05-15
1150513,113,6952,大武山,N/A,N/A,2026-05-15
1150513,113,6955,邦睿生技-創,N/A,0.00%,2026-05-15
1150513,113,6957,裕慶-KY,N/A,N/A,2026-05-15
1150513,113,6958,日盛台駿,N/A,N/A,2026-05-15
1150513,113,6962,奕力-KY,3.4600,95.10%,2026-05-15
1150513,113,6965,中傑-KY,N/A,N/A,2026-05-15
1150513,113,6969,成信實業*-創,N/A,N/A,2026-05-15
1150513,113,6994,富威電力,0.0000,0.00%,2026-05-15
1150513,113,7631,聚賢研發,0.0000,0.00%,2026-05-15
1150513,113,7705,三商餐飲,N/A,N/A,2026-05-15
1150513,113,7722,LINEPAY,N/A,N/A,2026-05-15
1150513,113,7732,金興精密,N/A,N/A,2026-05-15
1150513,113,7736,虎山,N/A,N/A,2026-05-15
1150513,113,8011,台通,N/A,N/A,2026-05-15
1150513,113,8016,矽創,2.1229,N/A,2026-05-15
1150513,113,8028,昇陽半導體,0.0401,0.00%,2026-05-15
1150513,113,8033,雷虎,N/A,N/A,2026-05-15
1150513,113,8039,台虹,2133.4300,69.70%,2026-05-15
1150513,113,8045,達運光電,N/A,N/A,2026-05-15
1150513,113,8046,南電,N/A,N/A,2026-05-15
1150513,113,8070,長華*,17149.0000,70.00%,2026-05-15
1150513,113,8105,凌巨,256.2400,48.38%,2026-05-15
1150513,113,8110,華東,28.3850,1.41%,2026-05-15
1150513,113,8112,至上,N/A,N/A,2026-05-15
1150513,113,8114,振樺電,N/A,N/A,2026-05-15
1150513,113,8131,福懋科,13.2700,N/A,2026-05-15
1150513,113,8150,南茂,N/A,N/A,2026-05-15
1150513,113,8163,達方,236.7643,88.36%,2026-05-15
1150513,113,8201,無敵,N/A,N/A,2026-05-15
1150513,113,8213,志超,N/A,N/A,2026-05-15
1150513,113,8215,明基材,N/A,N/A,2026-05-15
1150513,113,8222,寶一,N/A,N/A,2026-05-15
1150513,113,8271,宇瞻,N/A,N/A,2026-05-15
1150513,113,8341,日友,N/A,N/A,2026-05-15
1150513,113,8367,建新國際,N/A,N/A,2026-05-15
1150513,113,8422,可寧衛,N/A,N/A,2026-05-15
1150513,113,8429,金麗-KY,N/A,N/A,2026-05-15
1150513,113,8443,阿瘦,N/A,N/A,2026-05-15
1150513,113,8454,富邦媒,N/A,N/A,2026-05-15
1150513,113,8463,潤泰材,N/A,N/A,2026-05-15
1150513,113,8464,億豐,N/A,N/A,2026-05-15
1150513,113,8476,台境*,N/A,N/A,2026-05-15
1150513,113,8478,東哥遊艇,N/A,N/A,2026-05-15
1150513,113,8481,政伸,N/A,N/A,2026-05-15
1150513,113,8482,商億-KY,N/A,N/A,2026-05-15
1150513,113,8487,愛爾達-創,N/A,N/A,2026-05-15
1150513,113,8488,吉源-KY,N/A,N/A,2026-05-15
1150513,113,8499,鼎炫-KY,N/A,N/A,2026-05-15
1150513,113,8926,台汽電,N/A,N/A,2026-05-15
1150513,113,8996,高力,21.3090,0.00%,2026-05-15
1150513,113,9802,鈺齊-KY,N/A,N/A,2026-05-15
1150513,113,9902,台火,N/A,N/A,2026-05-15
1150513,113,9906,欣巴巴,N/A,N/A,2026-05-15
1150513,113,9907,統一實,N/A,N/A,2026-05-15
1150513,113,9908,大台北,N/A,N/A,2026-05-15
1150513,113,9910,豐泰,N/A,N/A,2026-05-15
1150513,113,9911,櫻花,0.0000,0.00%,2026-05-15
1150513,113,9912,偉聯,N/A,N/A,2026-05-15
1150513,113,9914,美利達,1429.7670,0.00%,2026-05-15
1150513,113,9917,中保科,N/A,N/A,2026-05-15
1150513,113,9919,康那香,0.0000,0.00%,2026-05-15
1150513,113,9921,巨大,N/A,N/A,2026-05-15
1150513,113,9924,福興,N/A,N/A,2026-05-15
1150513,113,9925,新保,N/A,N/A,2026-05-15
1150513,113,9927,泰銘,N/A,N/A,2026-05-15
1150513,113,9929,秋雨,N/A,N/A,2026-05-15
1150513,113,9930,中聯資源,N/A,N/A,2026-05-15
1150513,113,9933,中鼎,N/A,N/A,2026-05-15
1150513,113,9935,慶豐富,N/A,N/A,2026-05-15
1150513,113,9937,全國,N/A,N/A,2026-05-15
1150513,113,9938,百和,N/A,N/A,2026-05-15
1150513,113,9939,宏全,17050.8700,98.00%,2026-05-15
1150513,113,9940,信義,N/A,N/A,2026-05-15
1150513,113,9941,裕融,N/A,N/A,2026-05-15
1150513,113,9942,茂順,N/A,N/A,2026-05-15
1150513,113,9943,好樂迪,N/A,N/A,2026-05-15
1150513,113,9945,潤泰新,N/A,N/A,2026-05-15
1150513,113,9946,三發地產,N/A,N/A,2026-05-15
1150513,113,1101,台泥,N/A,N/A,2026-05-15
1150513,113,1102,亞泥,N/A,N/A,2026-05-15
1150513,113,1103,嘉泥,N/A,N/A,2026-05-15
1150513,113,1104,環泥,N/A,N/A,2026-05-15
1150513,113,1109,信大,N/A,N/A,2026-05-15
1150513,113,1110,東泥,N/A,N/A,2026-05-15
1150513,113,1201,味全,N/A,N/A,2026-05-15
1150513,113,1203,味王,3.7240,25.05%,2026-05-15
1150513,113,1210,大成,0.0000,0.00%,2026-05-15
1150513,113,1215,卜蜂,N/A,N/A,2026-05-15
1150513,113,1216,統一,95.4202,0.00%,2026-05-15
1150513,113,1219,福壽,N/A,N/A,2026-05-15
1150513,113,1220,台榮,N/A,N/A,2026-05-15
1150513,113,1227,佳格,N/A,N/A,2026-05-15
1150513,113,1229,聯華,0.0000,0.00%,2026-05-15
1150513,113,1231,聯華食,0.0000,0.00%,2026-05-15
1150513,113,1233,天仁,N/A,N/A,2026-05-15
1150513,113,1234,黑松,N/A,N/A,2026-05-15
1150513,113,1236,宏亞,N/A,N/A,2026-05-15
1150513,113,1303,南亞,N/A,N/A,2026-05-15
1150513,113,1304,台聚,N/A,N/A,2026-05-15
1150513,113,1305,華夏,N/A,N/A,2026-05-15
1150513,113,1308,亞聚,N/A,N/A,2026-05-15
1150513,113,1309,台達化,N/A,N/A,2026-05-15
1150513,113,1310,台苯,0.0000,0.00%,2026-05-15
1150513,113,1312,國喬,0.0000,0.00%,2026-05-15
1150513,113,1314,中石化,N/A,N/A,2026-05-15
1150513,113,1315,達新,N/A,N/A,2026-05-15
1150513,113,1319,東陽,N/A,N/A,2026-05-15
1150513,113,1321,大洋,N/A,N/A,2026-05-15
1150513,113,1323,永裕,N/A,N/A,2026-05-15
1150513,113,1326,台化,N/A,N/A,2026-05-15
1150513,113,1338,廣華-KY,N/A,N/A,2026-05-15
1150513,113,1339,昭輝,N/A,N/A,2026-05-15
1150513,113,1340,勝悅-KY,N/A,N/A,2026-05-15
1150513,113,1342,八貫,1356444.5100,N/A,2026-05-15
1150513,113,1413,宏洲,569.4600,100.00%,2026-05-15
1150513,113,1414,東和,N/A,N/A,2026-05-15
1150513,113,1417,嘉裕,N/A,N/A,2026-05-15
1150513,113,1418,東華,N/A,N/A,2026-05-15
1150513,113,1419,新紡,N/A,N/A,2026-05-15
1150513,113,1423,利華,N/A,N/A,2026-05-15
1150513,113,1432,大魯閣,N/A,N/A,2026-05-15
1150513,113,1435,中福,N/A,N/A,2026-05-15
1150513,113,1436,華友聯,N/A,N/A,2026-05-15
1150513,113,1439,雋揚,N/A,N/A,2026-05-15
1150513,113,1440,南紡,N/A,N/A,2026-05-15
1150513,113,1441,大東,N/A,N/A,2026-05-15
1150513,113,1442,名軒,N/A,N/A,2026-05-15
1150513,113,1443,立益物流,N/A,N/A,2026-05-15
1150513,113,1445,大宇,N/A,N/A,2026-05-15
1150513,113,1449,佳和,N/A,N/A,2026-05-15
1150513,113,1451,年興,N/A,N/A,2026-05-15
1150513,113,1454,台富,N/A,N/A,2026-05-15
1150513,113,1455,集盛,N/A,N/A,2026-05-15
1150513,113,1456,怡華,N/A,N/A,2026-05-15
1150513,113,1457,宜進,N/A,N/A,2026-05-15
1150513,113,1459,聯發,N/A,N/A,2026-05-15
1150513,113,1460,宏遠,N/A,N/A,2026-05-15
1150513,113,1465,偉全,N/A,N/A,2026-05-15
1150513,113,1466,聚隆,N/A,N/A,2026-05-15
1150513,113,1468,昶和,0.0000,N/A,2026-05-15
1150513,113,1470,大統新創,N/A,N/A,2026-05-15
1150513,113,1474,弘裕,N/A,N/A,2026-05-15
1150513,113,1475,業旺,N/A,N/A,2026-05-15
1150513,113,1504,東元,N/A,N/A,2026-05-15
1150513,113,1513,中興電,N/A,N/A,2026-05-15
1150513,113,1514,亞力,N/A,N/A,2026-05-15
1150513,113,1515,力山,N/A,N/A,2026-05-15
1150513,113,1516,川飛,N/A,N/A,2026-05-15
1150513,113,1519,華城,N/A,N/A,2026-05-15
1150513,113,1524,耿鼎,N/A,N/A,2026-05-15
1150513,113,1526,日馳,N/A,N/A,2026-05-15
1150513,113,1527,鑽全,N/A,N/A,2026-05-15
1150513,113,1530,亞崴,N/A,N/A,2026-05-15
1150513,113,1531,高林股,N/A,N/A,2026-05-15
1150513,113,1532,勤美,N/A,N/A,2026-05-15
1150513,113,1533,車王電,0.4800,0.00%,2026-05-15
1150513,113,1536,和大,N/A,N/A,2026-05-15
1150513,113,1538,正峰,N/A,N/A,2026-05-15
1150513,113,1540,喬福,N/A,N/A,2026-05-15
1150513,113,1558,伸興,N/A,N/A,2026-05-15
1150513,113,1568,倉佑,N/A,N/A,2026-05-15
1150513,113,1582,信錦,N/A,N/A,2026-05-15
1150513,113,1583,程泰,0.0000,0.00%,2026-05-15
1150513,113,1589,永冠-KY,N/A,N/A,2026-05-15
1150513,113,1597,直得,N/A,N/A,2026-05-15
1150513,113,1598,岱宇,N/A,N/A,2026-05-15
1150513,113,1603,華電,N/A,N/A,2026-05-15
1150513,113,1604,聲寶,N/A,N/A,2026-05-15
1150513,113,1608,華榮,N/A,N/A,2026-05-15
1150513,113,1609,大亞,0.0000,0.00%,2026-05-15
1150513,113,1611,中電,N/A,N/A,2026-05-15
1150513,113,1612,宏泰,N/A,N/A,2026-05-15
1150513,113,1614,三洋電,N/A,N/A,2026-05-15
1150513,113,1616,億泰,N/A,N/A,2026-05-15
1150513,113,1617,榮星,N/A,N/A,2026-05-15
1150513,113,1618,合機,N/A,N/A,2026-05-15
1150513,113,1626,艾美特-KY,N/A,N/A,2026-05-15
1150513,113,1702,南僑,N/A,N/A,2026-05-15
1150513,113,1707,葡萄王,N/A,N/A,2026-05-15
1150513,113,1708,東鹼,N/A,N/A,2026-05-15
1150513,113,1709,和益,N/A,N/A,2026-05-15
1150513,113,1710,東聯,N/A,N/A,2026-05-15
1150513,113,1711,永光,N/A,N/A,2026-05-15
1150513,113,1712,興農,N/A,N/A,2026-05-15
1150513,113,1713,國化,N/A,N/A,2026-05-15
1150513,113,1714,和桐,N/A,N/A,2026-05-15
1150513,113,1717,長興,N/A,N/A,2026-05-15
1150513,113,1718,中纖,N/A,N/A,2026-05-15
1150513,113,1720,生達,N/A,N/A,2026-05-15
1150513,113,1721,三晃,N/A,N/A,2026-05-15
1150513,113,1725,元禎,N/A,N/A,2026-05-15
1150513,113,1726,永記,N/A,N/A,2026-05-15
1150513,113,1727,中華化,N/A,N/A,2026-05-15
1150513,113,1730,花仙子,N/A,N/A,2026-05-15
1150513,113,1731,美吾華,N/A,N/A,2026-05-15
1150513,113,1732,毛寶,N/A,N/A,2026-05-15
1150513,113,1733,五鼎,N/A,N/A,2026-05-15
1150513,113,1735,日勝化,N/A,N/A,2026-05-15
1150513,113,1736,喬山,N/A,N/A,2026-05-15
1150513,113,1752,南光,N/A,N/A,2026-05-15
1150513,113,1760,寶齡富錦,N/A,N/A,2026-05-15
1150513,113,1762,中化生,N/A,N/A,2026-05-15
1150513,113,1776,展宇,N/A,N/A,2026-05-15
1150513,113,1783,和康生,N/A,N/A,2026-05-15
1150513,113,1786,科妍,N/A,N/A,2026-05-15
1150513,113,1789,神隆,N/A,N/A,2026-05-15
1150513,113,1795,美時,N/A,N/A,2026-05-15
1150513,113,1802,台玻,N/A,N/A,2026-05-15
1150513,113,1806,冠軍,N/A,N/A,2026-05-15
1150513,113,1808,潤隆,N/A,N/A,2026-05-15
1150513,113,1809,中釉,N/A,N/A,2026-05-15
1150513,113,1810,和成,N/A,N/A,2026-05-15
1150513,113,1903,士紙,N/A,N/A,2026-05-15
1150513,113,1904,正隆,N/A,N/A,2026-05-15
1150513,113,1905,華紙,N/A,N/A,2026-05-15
1150513,113,1907,永豐餘,N/A,N/A,2026-05-15
1150513,113,2006,東和鋼鐵,N/A,N/A,2026-05-15
1150513,113,2009,第一銅,N/A,N/A,2026-05-15
1150513,113,2010,春源,N/A,N/A,2026-05-15
1150513,113,2012,春雨,N/A,N/A,2026-05-15
1150513,113,2013,中鋼構,N/A,N/A,2026-05-15
1150513,113,2014,中鴻,N/A,N/A,2026-05-15
1150513,113,2015,豐興,N/A,N/A,2026-05-15
1150513,113,2017,官田鋼,N/A,N/A,2026-05-15
1150513,113,2020,美亞,N/A,N/A,2026-05-15
1150513,113,2023,燁輝,N/A,N/A,2026-05-15
1150513,113,2025,千興,N/A,N/A,2026-05-15
1150513,113,2027,大成鋼,N/A,N/A,2026-05-15
1150513,113,2029,盛餘,N/A,N/A,2026-05-15
1150513,113,2030,彰源,0.0000,N/A,2026-05-15
1150513,113,2031,新光鋼,0.0000,0.00%,2026-05-15
1150513,113,2033,佳大,0.0000,0.00%,2026-05-15
1150513,113,2034,允強,N/A,N/A,2026-05-15
1150513,113,2069,運錩,N/A,N/A,2026-05-15
1150513,113,2103,台橡,N/A,N/A,2026-05-15
1150513,113,2104,國際中橡,N/A,N/A,2026-05-15
1150513,113,2105,正新,N/A,N/A,2026-05-15
1150513,113,2107,厚生,N/A,N/A,2026-05-15
1150513,113,2108,南帝,N/A,N/A,2026-05-15
1150513,113,2114,鑫永銓,N/A,N/A,2026-05-15
1150513,113,2115,六暉-KY,N/A,N/A,2026-05-15
1150513,113,2201,裕隆,N/A,N/A,2026-05-15
1150513,113,2206,三陽工業,N/A,N/A,2026-05-15
1150513,113,2208,台船,N/A,N/A,2026-05-15
1150513,113,2211,長榮鋼,N/A,N/A,2026-05-15
1150513,113,2227,裕日車,N/A,N/A,2026-05-15
1150513,113,2228,劍麟,N/A,N/A,2026-05-15
1150513,113,2231,為升,N/A,N/A,2026-05-15
1150513,113,2233,宇隆,N/A,N/A,2026-05-15
1150513,113,2236,百達-KY,N/A,N/A,2026-05-15
1150513,113,2241,艾姆勒,104.8680,0.00%,2026-05-15
1150513,113,2243,宏旭-KY,N/A,N/A,2026-05-15
1150513,113,2247,汎德永業,N/A,N/A,2026-05-15
1150513,113,2254,巨鎧精密-創,N/A,N/A,2026-05-15
1150513,113,2258,鴻華先進-創,N/A,N/A,2026-05-15
1150513,113,2301,光寶科,N/A,N/A,2026-05-15
1150513,113,2302,麗正,1.5000,1.50%,2026-05-15
1150513,113,2303,聯電,55.9000,90.10%,2026-05-15
1150513,113,2305,全友,N/A,N/A,2026-05-15
1150513,113,2308,台達電,22577.3760,99.97%,2026-05-15
1150513,113,2312,金寶,1607.2500,7.10%,2026-05-15
1150513,113,2313,華通,0.0000,0.00%,2026-05-15
1150513,113,2314,台揚,71.5800,54.00%,2026-05-15
1150513,113,2316,楠梓電,N/A,N/A,2026-05-15
1150513,113,2317,鴻海,N/A,N/A,2026-05-15
1150513,113,2321,東訊,N/A,N/A,2026-05-15
1150513,113,2323,中環,N/A,N/A,2026-05-15
1150513,113,2324,仁寶,24224.6616,23.00%,2026-05-15
