出表日期,報告年度,公司代號,公司名稱,消耗燃料總量(十億焦耳(GJ)),煤炭百分比,天然氣百分比,再生燃料百分比,date
1150513,113,1702,南僑,1917225.7500,39.45%,10.76%,0.00%,2026-05-15
1150513,113,1707,葡萄王,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1708,東鹼,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1709,和益,1084706.0000,0.00%,66.66%,0.00%,2026-05-15
1150513,113,1710,東聯,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1711,永光,556308.6000,0.00%,27.10%,0.00%,2026-05-15
1150513,113,1712,興農,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1713,國化,61468.8700,N/A,36.18%,N/A,2026-05-15
1150513,113,1714,和桐,351530.7500,0.00%,91.54%,0.00%,2026-05-15
1150513,113,1717,長興,1042527.8230,0.00%,97.61%,0.00%,2026-05-15
1150513,113,1718,中纖,3414559.0000,87.48%,6.77%,0.00%,2026-05-15
1150513,113,1720,生達,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1721,三晃,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1725,元禎,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1726,永記,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1727,中華化,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1730,花仙子,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1731,美吾華,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1732,毛寶,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1733,五鼎,526.2000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,1734,杏輝,86038.1723,0.00%,0.00%,0.00%,2026-05-15
1150513,113,1735,日勝化,61556.6938,N/A,98.03%,N/A,2026-05-15
1150513,113,1736,喬山,204061.8100,0.00%,26.71%,0.00%,2026-05-15
1150513,113,1752,南光,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1760,寶齡富錦,2084.8817,0.00%,0.00%,0.00%,2026-05-15
1150513,113,1762,中化生,38942.3400,0.00%,99.22%,0.00%,2026-05-15
1150513,113,1773,勝一,956596.9248,0.00%,100.00%,0.00%,2026-05-15
1150513,113,1776,展宇,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1783,和康生,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1786,科妍,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1789,神隆,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1795,美時,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1802,台玻,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1806,冠軍,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1808,潤隆,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1809,中釉,73727.6839,0.00%,97.15%,0.00%,2026-05-15
1150513,113,1810,和成,10812.5400,0.00%,17.04%,0.00%,2026-05-15
1150513,113,1903,士紙,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1904,正隆,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,1905,華紙,16420461.0000,42.61%,1.55%,49.03%,2026-05-15
1150513,113,1907,永豐餘,19419303.0000,48.18%,2.14%,44.72%,2026-05-15
1150513,113,2002,中鋼,11516898.0000,0.00%,98.10%,0.00%,2026-05-15
1150513,113,2006,東和鋼鐵,1690856.0000,0.00%,93.10%,0.00%,2026-05-15
1150513,113,2007,燁興,532169.0000,0.00%,69.29%,0.00%,2026-05-15
1150513,113,2009,第一銅,52416.9210,0.00%,97.79%,0.00%,2026-05-15
1150513,113,2010,春源,6443.7593,0.00%,13.94%,0.00%,2026-05-15
1150513,113,2012,春雨,236499.9200,0.00%,63.57%,0.00%,2026-05-15
1150513,113,2013,中鋼構,3122.4000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2014,中鴻,2055171.9392,0.00%,99.60%,0.00%,2026-05-15
1150513,113,2015,豐興,1217885.4900,0.00%,24.40%,0.00%,2026-05-15
1150513,113,2017,官田鋼,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2020,美亞,102310.7100,0.00%,59.22%,0.00%,2026-05-15
1150513,113,2022,聚亨,17611.8487,N/A,15.95%,N/A,2026-05-15
1150513,113,2023,燁輝,1965299.0000,0.00%,66.03%,0.44%,2026-05-15
1150513,113,2025,千興,46470.0235,N/A,100.00%,N/A,2026-05-15
1150513,113,2027,大成鋼,1738651.1300,0.00%,96.54%,0.00%,2026-05-15
1150513,113,2028,威致,527015.7900,0.00%,76.59%,0.00%,2026-05-15
1150513,113,2029,盛餘,628733.0883,0.00%,99.40%,0.00%,2026-05-15
1150513,113,2030,彰源,68.6891,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2031,新光鋼,24188.8400,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2033,佳大,30911.2800,0.00%,99.94%,0.00%,2026-05-15
1150513,113,2034,允強,27133.2300,0.00%,84.86%,0.00%,2026-05-15
1150513,113,2069,運錩,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2101,南港,266998.2000,0.00%,1.28%,0.00%,2026-05-15
1150513,113,2103,台橡,1979583.5269,0.00%,97.14%,2.15%,2026-05-15
1150513,113,2104,國際中橡,N/A,N/A,11.49%,0.44%,2026-05-15
1150513,113,2105,正新,595207.7100,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2107,厚生,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2108,南帝,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2114,鑫永銓,43240.8900,N/A,99.55%,N/A,2026-05-15
1150513,113,2115,六暉-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2201,裕隆,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2206,三陽工業,2915.0923,0.00%,44.59%,0.00%,2026-05-15
1150513,113,2207,和泰車,1858.0000,0.00%,31.49%,0.00%,2026-05-15
1150513,113,2208,台船,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2211,長榮鋼,4328.5700,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2227,裕日車,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2228,劍麟,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2231,為升,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2233,宇隆,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2236,百達-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2241,艾姆勒,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2243,宏旭-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2247,汎德永業,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2254,巨鎧精密-創,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2258,鴻華先進-創,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2301,光寶科,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2302,麗正,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2303,聯電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2305,全友,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2308,台達電,242398.8000,0.00%,85.30%,0.00%,2026-05-15
1150513,113,2312,金寶,22864.9200,0.00%,0.24%,0.00%,2026-05-15
1150513,113,2313,華通,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2314,台揚,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2316,楠梓電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2317,鴻海,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2321,東訊,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2324,仁寶,1042573.4000,0.00%,0.31%,0.00%,2026-05-15
1150513,113,2327,國巨,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2328,廣宇,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2329,華泰,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2331,精英,18882.0000,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2332,友訊,8048.1000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2340,台亞,23566.1405,0.00%,99.13%,0.00%,2026-05-15
1150513,113,2342,茂矽,59.7475,N/A,N/A,N/A,2026-05-15
1150513,113,2344,華邦電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2345,智邦,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2347,聯強,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2348,海悅,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2349,錸德,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2351,順德,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2352,佳世達,21727.8130,0.00%,54.30%,0.00%,2026-05-15
1150513,113,2353,宏碁,33896.1500,0.00%,33.50%,0.00%,2026-05-15
1150513,113,2354,鴻準,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2355,敬鵬,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2360,致茂,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2362,藍天,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2363,矽統,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2364,倫飛,290.7275,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2365,昆盈,495.9074,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2367,燿華,822307.1377,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2368,金像電,145409.0050,0.00%,60.77%,0.00%,2026-05-15
1150513,113,2369,菱生,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2371,大同,29421.3025,0.00%,0.12%,1.79%,2026-05-15
1150513,113,2373,震旦行,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2374,佳能,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2375,凱美,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2376,技嘉,173368.7900,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2377,微星,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2379,瑞昱,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2380,虹光,88.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2382,廣達,161910.2130,0.00%,92.33%,0.00%,2026-05-15
1150513,113,2383,台光電,1849494.6800,0.00%,55.97%,0.00%,2026-05-15
1150513,113,2385,群光,1015.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2387,精元,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2388,威盛,0.4600,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2390,云辰,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2392,正崴,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2393,億光,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2395,研華,0.5925,0.00%,91.57%,0.00%,2026-05-15
1150513,113,2397,友通,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2399,映泰,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2401,凌陽,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2405,輔信,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2406,國碩,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2408,南亞科,212124.0000,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2409,友達,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2412,中華電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2413,環科,0.2062,N/A,N/A,0.00%,2026-05-15
1150513,113,2414,精技,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2415,錩新,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2417,圓剛,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2419,仲琦,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2420,新巨,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2423,固緯,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2424,隴華,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2426,鼎元,6070.1500,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2428,興勤,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2429,銘旺科,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2431,聯昌,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2432,倚天酷碁-創,3.7100,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2433,互盛電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2436,偉詮電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2438,翔耀,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2439,美律,1615.6400,0.00%,25.13%,0.00%,2026-05-15
1150513,113,2440,太空梭,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2441,超豐,3378.2380,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2444,兆勁,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2450,神腦,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2451,創見,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2453,凌群,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2454,聯發科,7422.0000,0.00%,3.44%,0.00%,2026-05-15
1150513,113,2455,全新,18.2757,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2457,飛宏,125302.0700,0.00%,0.00%,6.24%,2026-05-15
1150513,113,2462,良得電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2466,冠西電,765.1942,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2468,華經,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2472,立隆電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2474,可成,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2476,鉅祥,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2478,大毅,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2480,敦陽科,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2482,連宇,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2483,百容,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2484,希華,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2485,兆赫,16407.5650,0.00%,97.87%,0.00%,2026-05-15
1150513,113,2486,一詮,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2489,瑞軒,N/A,0.00%,0.00%,N/A,2026-05-15
1150513,113,2491,吉祥全,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2492,華新科,200.0258,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2493,揚博,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2495,普安,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2497,怡利電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2498,宏達電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2501,國建,11324.8193,N/A,2.25%,N/A,2026-05-15
1150513,113,2505,國揚,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2506,太設,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2509,全坤建,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2511,太子,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2514,龍邦,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2515,中工,15758.8700,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2520,冠德,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2524,京城,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2528,皇普,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2530,華建,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2534,宏盛,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2535,達欣工,785.7454,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2537,聯上發,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2539,櫻花建,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2540,愛山林,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2542,興富發,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2543,皇昌,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2545,皇翔,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2546,根基,6030.9556,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2548,華固,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2597,潤弘,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2601,益航,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2603,長榮,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2607,榮運,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2608,嘉里大榮,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2609,陽明,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2610,華航,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2612,中航,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2614,東森,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2616,山隆,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2617,台航,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2618,長榮航,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2630,亞航,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2634,漢翔,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2636,台驊控股,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2637,慧洋-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2642,宅配通,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2646,星宇航空,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2701,萬企,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2702,華園,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2704,國賓,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2705,六福,27303.5280,0.00%,88.92%,0.00%,2026-05-15
1150513,113,2706,第一店,1533.4460,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2707,晶華,86598.8288,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2712,遠雄來,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2722,夏都,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2723,美食-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2727,王品,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2739,寒舍,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2748,雲品,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2753,八方雲集,67723.4504,0.00%,3.53%,0.00%,2026-05-15
1150513,113,2801,彰銀,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2812,台中銀,1768.6900,N/A,3.47%,N/A,2026-05-15
1150513,113,2816,旺旺保,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2836,高雄銀,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2838,聯邦銀,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2845,遠東銀,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2849,安泰銀,675.5846,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2850,新產,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2851,中再保,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2867,三商壽,50556.9079,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2880,華南金,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2881,富邦金,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2882,國泰金,17342.0695,0.00%,1.11%,0.00%,2026-05-15
1150513,113,2883,凱基金,7515.3000,0.00%,60.64%,N/A,2026-05-15
1150513,113,2884,玉山金,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2885,元大金,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,2886,兆豐金,10726.0000,0.00%,9.30%,0.00%,2026-05-15
1150513,113,2887,台新金,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2891,中信金,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2892,第一金,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2897,王道銀行,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2903,遠百,147972.0000,0.00%,100.00%,0.00%,2026-05-15
1150513,113,2904,匯僑,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2905,三商,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2906,高林,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2911,麗嬰房,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2915,潤泰全,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2929,淘帝-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2939,永邑-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2945,三商家購,666.8687,N/A,N/A,N/A,2026-05-15
1150513,113,3003,健和興,5113.9837,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3004,豐達科,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3005,神基,792535.4571,0.00%,9.09%,0.00%,2026-05-15
1150513,113,3006,晶豪科,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3008,大立光,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3010,華立,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3011,今皓,760.5832,0.00%,0.00%,0.07%,2026-05-15
1150513,113,3013,晟銘電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3014,聯陽,17.5512,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3015,全漢,1015.8223,100.00%,0.00%,0.00%,2026-05-15
1150513,113,3016,嘉晶,3094.5035,0.00%,91.39%,0.00%,2026-05-15
1150513,113,3017,奇鋐,38018.0000,0.00%,82.86%,0.00%,2026-05-15
1150513,113,3019,亞光,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3022,威強電,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3026,禾伸堂,38.4325,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3027,盛達,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3028,增你強,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3030,德律,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3031,佰鴻,987.1000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3032,偉訓,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3033,威健,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3034,聯詠,617.2110,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3035,智原,421.1900,N/A,N/A,N/A,2026-05-15
1150513,113,3037,欣興,7522402.0000,N/A,8.00%,0.00%,2026-05-15
1150513,113,3040,遠見,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3043,科風,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3045,台灣大,24636.0776,0.00%,0.01%,0.00%,2026-05-15
1150513,113,3046,建碁,0.0000,0.00%,N/A,0.00%,2026-05-15
1150513,113,3047,訊舟,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3049,精金,341845.4900,0.00%,6.12%,0.00%,2026-05-15
1150513,113,3051,力特,73770.0000,0.00%,100.00%,0.00%,2026-05-15
1150513,113,3052,夆典,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3056,富華新,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3059,華晶科,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3060,銘異,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3090,日電貿,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3092,鴻碩,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3094,聯傑,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3130,一零四,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3149,正達,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3150,鈺寶-創,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3164,景岳,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3189,景碩,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3229,晟鈦,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3231,緯創,80869.8800,0.00%,85.76%,0.00%,2026-05-15
1150513,113,3305,昇貿,1212.4983,N/A,N/A,N/A,2026-05-15
1150513,113,3308,聯德,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3311,閎暉,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3338,泰碩,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3346,麗清,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3356,奇偶,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3380,明泰,86.8428,N/A,N/A,N/A,2026-05-15
1150513,113,3413,京鼎,43526.4600,0.00%,100.00%,0.00%,2026-05-15
1150513,113,3416,融程電,91.5518,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3432,台端,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3437,榮創,50973.0335,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3443,創意,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3447,展達,1093.8872,0.00%,100.00%,0.00%,2026-05-15
1150513,113,3450,聯鈞,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3494,誠研,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3501,維熹,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3504,揚明光,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3515,華擎,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3535,晶彩科,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3543,州巧,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3545,敦泰,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3563,牧德,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3583,辛耘,65.7208,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3588,通嘉,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3592,瑞鼎,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3596,智易,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3605,宏致,195166.9200,0.00%,0.09%,0.00%,2026-05-15
1150513,113,3607,谷崧,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3622,洋華,154.7109,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3645,達邁,278840.9177,0.00%,100.00%,0.00%,2026-05-15
1150513,113,3652,精聯,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3661,世芯-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3665,貿聯-KY,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3673,TPK-KY,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3679,新至陞,14006.1800,0.00%,269.61%,0.00%,2026-05-15
1150513,113,3686,達能,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3694,海華,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3704,合勤控,0.0000,0.00%,0.00%,0.00%,2026-05-15
1150513,113,3706,神達,2704.3200,0.00%,29.28%,0.00%,2026-05-15
1150513,113,3708,上緯投控,18073.4828,0.00%,100.00%,0.00%,2026-05-15
1150513,113,3712,永崴投控,N/A,N/A,N/A,N/A,2026-05-15
