出表日期,報告年度,公司代號,公司名稱,重大事件之風險管理政策,與使用關鍵材料相關的風險管理之描述,date
1150513,113,1101,台泥,台泥參考世界經濟論壇(WEF)《2025年全球風險報告》、水泥及能源同業風險報告、永續會計準則委員會(SASB)準則、台泥風險管理政策及國際趨勢，藉此鑑別營運相關面向（如：經營策略、市場營運、財務穩定）及地理位置（如：氣候變遷），共四大風險面向，同時考量可能導致公司蒙受重大損失之潛在風險，例如：生物多樣性風險、地緣政治風險、資訊安全風險等。並透過流程分析、情境分析、問卷調查等多元方式，納入內外部風險因子、利害關係人關注重點，以及兼採「由下而上」與「由上而下」之分析討論，系統性鑑別風險項目。針對所鑑別之風險，台泥依其性質及特徵深入分析其發生機率及影響程度，據以量化風險值，並以風險胃納（風險容忍值）的方式，研議各風險值所對應之風險等級，以及各風險等級之風險回應方式，作為後續風險評量及風險回應策略之依據。,"面對氣候變遷導致的極端氣候及淨零轉型可能帶來之營運影響，台泥已將氣候風險整合至整體風險管理政策，並依循氣候相關風險與機會辨識流程，鑑別出4項重大關鍵氣候相關風險，除了盤點既有的具體因應策略與調適措施，並依據風險與機會影響之範圍與時間長短，規劃出氣候行動，提高企業在淨零轉型中的韌性與調適能力，以展開轉型布局，強化公司的營運韌性。
台泥辨識具有高度影響程度與發生可能性之氣候相關風險與機會，進一步評估現行措施與策略是否足以因應，檢視台泥在不同氣候風險與機會下所展現的韌性。透過此流程，同步分析前述風險與機會對當前財務狀況之影響，作為強化風險管理與資源配置的決策依據。
其中與關鍵材料相關風險為替代原燃料/廢棄物資源循環運用不當。台泥策略及決策為：成立低碳研發中心進行替代原燃料開發與產業、公協會合作開發替代原燃料。",2026-05-15
1150513,113,1102,亞泥,"為強化公司治理，促進公司穩健經營與永續發展，亞洲水泥建立健全之風險管理機制，將可能產生之風險控制在可承受範圍内，董事會通過「內部控制制度」，並訂定「風險管理政策與程序」，由董事會、企業永續委員會及各權責單位據以執行。
亞洲水泥之風險管理程序包括風險辨識、風險衡量、風險回應、風險監控及風險報告，風險類型包含營運風險、財務風險、危害風險、資安風險、法遵風險、氣候及自然風險。每年定期執行風險審查，2024年度已統籌所有風險辨識及衡量結果，擇定重大風險議題至企業永續推行委員會進行審查。","本公司依據TCFD框架進行氣候風險評估，其中實體風險部分包括劇烈自然因子(極端氣候)對於關鍵原物料之衝擊影響評估，包括營運、供應鏈等面向，將造成生產力下降及營運損失。因應該風險亞泥之管理措施如下：
1. 強化緊急應變或調度程序，暴雨來襲前增加石灰石廠內庫存。
2. 評估東部地方之黏土供應來源，減少經蘇花公路的運輸。
3. 颱風登陸前，緊急發電機試運轉，確保台電供電中斷時可供電。",2026-05-15
1150513,113,1103,嘉泥,風險管理係指為合理確保本公司永續經營與策略目標之達成，進行辨識重大潛在風險並制定對應的風險控管措施及風險因應機制，將風險可能造成之衝擊與發生可能性控制在容忍範圍內，且不超出本公司之風險胃納，以合理確保各單位之可承受風險程度與公司策略目標一致。,N/A。 本集團目前並未採購對國家經濟和安全具重要意義之關鍵材料。 ,2026-05-15
1150513,113,1104,環泥,N/A,N/A,2026-05-15
1150513,113,1109,信大,本公司112年董事會通過「內部控制制度」，並訂定「風險管理政策與程序」，促進企業優化資源配置，達成風險最小化、效率最大化。 以本公司董事會作為風險管理最高治理單位，並由本公司永續發展委員會下，各部門主管組成之「盡責治理小組」負責推行，職責包含（一） 審查風險管理政策、程序與架構，並定期檢討其適用性與執行效能； （二） 整合及協調跨部門之共同風險管理議題、宣導與溝通重要風險管理事項，並導引資源分配； （三） 確保風險管理機制能充分處理公司所面臨之風險，並融合至日常營運作業流程中； （四） 核定風險控管的優先順序與風險等級； （五） 審查風險管理事項，對各部門執行提出必要之改善建議，並定期（至少一年一次）向董事會報告執行結果； （六） 執行董事會之風險管理決策，並督導建立信大水泥集團風險管理機制之架構檢視依內部分層負責呈報之風險控管報告與處理風險管理相關議題監督整體風險管理之執行與協調運作。 ,依據公司策略目標及盡責治理小組核定之風險管理政策與程序，就其所屬單位之短、中、長程目標與業務執掌進行風險辨識。 風險辨識宜採用各種可行之分析工具及方法（如：流程分析、情境分析、問卷調查、PESTLE分析等），依據以往經驗及資訊，並考量內、外部風險因子、利害關係者關注重點等，透過「由下而上」及「由上而下」的分析討論，結合策略風險與營運風險，全面辨識可能導致公司目標無法達成、造成公司損失或負面影響之潛在風險事件。 ,2026-05-15
1150513,113,1110,東泥,"本公司建立風險管理機制，以強化公司治理、穩健經營及永續發展，將風險控制在可承受範圍內，涵蓋營運、財務、危害、資安、法遵、氣候變遷及其他重大風險。董事會為最高決策單位，永續發展委員會負責審查，權責單位監督管控，並依循風險辨識、衡量、回應、監控、報告及提升風險意識的管理程序運作，確保風險管理的有效性。此外，本公司依主管機關規範揭露風險管理資訊，並於年報公開相關內容。
",N/A,2026-05-15
1150513,113,1201,味全,本公司於112年8月4日董事會通過修訂風險管理政策及程序，用以制定策略、辨識風險事件並加以管理，使其在可控範圍內不超出本公司之風險胃納。各風險事項由各權責單位依其職權進行分析、評估、及擬定後續因應措施，呈報核定後據以執行，並將重大事件提報至風險管理委員會討論後，提出建議事項至董事會決議。,"(1)本公司各功能單位依據公司策略目標及董事會核定之風險管理政策與程序，就其所屬單位之短、中、長程目標與業務執掌進行風險辨識。
(2)並依實務狀況，針對已辨識風險事件之性質及特徵進行瞭解，並運用各項資訊來分析已辨識風險事件之發生機率及其結果之影響程度，據以計算風險值。
(3)依據風險分析結果，對照經風險管理委員會核定之風險胃納，以研判風險等級並決定需優先處理之風險事件。相關風險分析與評量結果確實記錄，並提報風險管理委員會進行核定。
(4)各功能單位應依據風險等級，規劃與執行後續風險回應方案及相關處理計畫，並持續監控相關處理計畫之執行情形，以確保相關人員充分理解與執行。
(5)風險管理推動與執行單位審查風險管理程序之有效運作與風險回應方案及相關處理計畫之執行進度，並將相關審查結果納入績效衡量與報告事項中。風險管理推動與執行單位檢討修訂相關管理辦法及程序，將風險管理與組織中關鍵流程進行連結，以有效監督與提升風險管理落實實施之效益。
",2026-05-15
1150513,113,1203,味王,於企業經營面臨之各項風險，組織依據各類型風險特性採取對應管理機制，確保能有效控制相關風險，同時達成營運策略目標。在風險管理方面，依各相關單位潛在之風險進行辨認、分析與衡量，進而透過適當管理方法加以應對，監督並改進風險管理計劃，依風險的特性與影響層級，予以集中管理與分層執行，使所有風險均能隨時有效掌控。,"1.本公司對所有產品均會進行風險管理，經由風險分析評估出需監測之原料、半成品及成品。而於製程監測上，則藉由風險分析判定是否可透過前提方案予以排除或降低風險等級，如無法有效排除則建立品質管制點予以監控，以降低風險。
2.有鑑於食品之「有效日期」會受到原料、製造過程、運輸、儲藏、包材及販售等環境因素影響。因此，針對有效日期之評估將以新、舊產品分別進行簡述：(1)新開發使用原料確實執行原材料調查，予以風險分析與評估確保品質符合法規及製程要求、(2)針對舊有產品之有效日期評估會因為法規、原料、製程、包材變更等因素而重新評估。",2026-05-15
1150513,113,1210,大成,董事會負責發展及控管本公司之風險管理政策，本公司風險管理政策之建置係為辨識及分析本公司所面臨之風險，及設定適當風險限額及控制，並監督風險與風險限額之遵循，內部稽核人員協助董事會監督角色，該等人員進行定期例外覆核風險管理控制及程序 ，並將覆核結果報告予董事會。,"在原料方面，亦需以全世界為供應來源，以期取得成本最低之原料與服務。面對這樣的競爭環境，以公司的營運規模，發揮全球統籌採購優勢，降低原物料採購成本，進而提升產品品質及售後服務。
面對食品安全的問題層出不窮，整個環境狀況對禽流感、農畜產品藥物殘留疑慮並未消除，因此公司為維持穩定獲利，將在產品結構上進行上下游整合，分散飼料經營風險。",2026-05-15
1150513,113,1216,統一,本公司無訂定重大事件之風險管理政策,本公司無使用關鍵材料相關的風險管理,2026-05-15
1150513,113,1217,愛之味,本公司訂定相關風險管理政策，請詳閱113年度年報40頁。,N/A,2026-05-15
1150513,113,1219,福壽,公司設有「風險管理委員會」並制定「風險管理政策及程序」，負責統籌執行風險監控、衡量及評估事務，確保各項風險管理策略得以有效落實。針對重大風險項目研擬因應方案與追蹤，每年一次向董事會報告風險管理執行情況及其他風險管理相關事項。,"1.大宗物資原料近八成來自進口，為降低採購風險，分別從歐美國家、東南亞分散採購方式，並增加庫存量，以因應風險。
2.部分使用國產原料，降低國外採購風險。",2026-05-15
1150513,113,1220,台榮,公司有關營運政策、投資案、資金貸與等重大議案，皆經權責部門評估分析並送董事會決議後執行。稽核室亦訂定稽核計劃，並確實執行，以落實監督機制及控管各項風險管理之執行。,依重大議題及邊界鑑別流程，公司藉由多元管道與利害關係人溝通，彙整各界關注焦點，識別初步的重要議題，依實質性鑑別「對公司衝擊程度」及「利害關係人關注程度」兩軸線進行評估，據以分析重大性排序，並提出重大性議題分析圖，藉此檢視公司內外部永續現況，校準公司在永續管理上的策略及長期目標，推動各組織持續精進，為社會與公司創造共享價值。,2026-05-15
1150513,113,1227,佳格,佳格食品集團2023年訂定「風險管理政策與程序」，並於2023年8月2日經審計委員會及董事會通過，作為佳格食品集團風險管理之最高指導原則及管理程序，明確規範佳格食品集團風險管理的政策、目的、範圍、組織架構、單位權責、風險管理機制及執行流程。,"因氣候變遷導致原物料價格上升：將改從多區域進口符合規範之原物料，以降低成本。
原料供應商突遇重大意外，造成生產原料供應短缺：不倚賴單一供應商以分散風險，強化供應鏈管理彈性。",2026-05-15
1150513,113,1229,聯華,為避免遭遇利率上升、匯率波動等財務風險，應蒐集總體經濟及即時利率資訊，定期評估長短期利率走勢，並適時調整借款週期及計息方式，或洽談專案融資，確保長期資金穩定及財務彈性。匯率部份除定期討論匯率走勢，掌握匯率變動趨勢，並依據國際間政經情勢發展與金融機構保持聯繫，透過現購美金來調節外匯暴險部位及其產生之匯兌損益。另外依「客戶授信管理辦法」，於新增及調整額度時，對客戶進行徵信，並要求客戶提供擔保品，降低風險。,"小麥為聯華製粉最主要的原物料，針對其供應中斷或其他不確定性的風險，其管理策略如下：
1. 穩定維持三個產地以上的供應，與供應商簽署合約，確保其交期及品質規範。
2. 即時監控供應鏈變化和供應商評估，提早建立應變策略。
3. 透過公會聯合採購。保持適當的庫存水平，並保留部份需求量分散向不同來源國採購。
4. 確保小麥供應鏈符合環保法規，積極參與可持續性計劃。",2026-05-15
1150513,113,1231,聯華食,N/A,N/A,2026-05-15
1150513,113,1233,天仁,"本公司風險管理政策係依照公司營運方針，建立風險辨識、衡量、監督及控管之風險管理機制，在可承受風險範圍內，以達成風險與報酬合理化之目標。參考公司業務特性、內外部環境等因素，可將本公司面臨的風險主要分為：(一) 經營策略風險、(二) 營運風險(含人事議題)、(三) 生產製程風險、(四) 財務風險、(五) 食品安全風險、(六) 職業安全風險、(七) 資訊安全風險、(八) 法律風險(含各項法規變革等)、(九) 氣候風險、(十) 其他危害風險(指遇突發傳染病疫情(例.Covid-19)等之未分類情況)。
上述相關風險之管理政策，請詳本公司訂定之【風險管理政策及程序】，其包括風險管理政策、風險管理程序、風險管理組織架構及職責、風險管理執行、風險管理運作情形與揭露等，其網址如下：
https://www.tenren.com.tw/Content/Downloads/List.aspx?SiteID=10&MmmID=654256534471220550 ","依據本公司【風險管理政策及程序】，與關鍵材料相關之風險包括生產製程風險、職業安全風險、食品安全風險、法律風險，其風險管理內容如下：
1. 職能簡述：採購、品管、研發、生產包裝、倉儲配送、職安等。
2. 風險管理內容：
(1)確保生產工作依排程及相關標準程序進行，掌握原物料供應，維護所生產之製成品品質符合國家法令規定、消費者訴求，及本公司所通過國際驗證體系所規範之食安標準，降低食安風險。
(2)廠房及設備之維護與保養，降低因生產設備損壞導致之停工風險。
(3)攸關所屬各部負責相關業務之運行，包含總廠各項特定議題(環安、職安、工安等)，遵循政府監理措施，負責降低各項未適法之訴訟及爭議，以降低法律風險。
(4)健全所負責原物料採購廠商之供應鏈管理，依公司管理規定，取得合規檢驗報告及來源證明始得採購之規定，重視合作供應商之素質，符合供應商企業社會責任行為準則，以降低食安及供應鏈風險。
(5)評估及確保所負責新產品之開發無侵犯專利及智慧財產權之法律風險。",2026-05-15
1150513,113,1234,黑松,N/A,N/A,2026-05-15
1150513,113,1236,宏亞,N/A,N/A,2026-05-15
1150513,113,1303,南亞,N/A,N/A,2026-05-15
1150513,113,1304,台聚,N/A,N/A,2026-05-15
1150513,113,1305,華夏,本公司及所屬子公司依據整體營運方針建置風險管理機制，針對重大事件類型由各單位訂定應變辦法，並依程序執行通報與處置。管理制度亦定期檢討並滾動式調整，以強化韌性與營運持續性。相關資訊依規定揭露於年報及公司官網。,本公司針對關鍵原料採多元供應商策略，降低單一來源風險，並依各單位業務特性建立替代方案與庫存管理機制，確保供應穩定。另透過供應商評鑑與簽署承諾書強化永續供應與風險控管。,2026-05-15
1150513,113,1307,三芳,"根據本公司營運方針，界定各類風險，在可承受之風險範圍內，預防可能的損失，達成資源配置之最佳化原則，為落實本公司風險管理訂定以下風險管理政策：
參考國際趨勢，配合品牌發展，整合公司策略，辨識關鍵風險，連結績效指標，落實風險管理，邁向永續經營。
本公司訂定風險管理政策與程序,請參考本公司公司網站","本公司訂定風險管理政策與程序,請參考本公司公司網站",2026-05-15
1150513,113,1308,亞聚,N/A,N/A,2026-05-15
1150513,113,1309,台達化,N/A,N/A,2026-05-15
1150513,113,1310,台苯,N/A,N/A,2026-05-15
1150513,113,1312,國喬,N/A,N/A,2026-05-15
1150513,113,1313,聯成,依113年風險管理小組評估風險項目，動態檢視後價格波動、原料供應、放帳、工業安全、專業傳承、人力資源競爭力、駭客及攻擊程式入侵、病毒入侵及資料外洩等風險。就上開風險項目提報予風險管理委員會列管，並每季檢視管控執行狀況，動態調整風險層級及對應措施。,針對原料存量依據IS Ratio高低端設定控管,2026-05-15
1150513,113,1314,中石化,本公司依循重大性原則及ISO 31000 風險管理準則與指引，建立系統性的風險應對政策和流程。風險議題鑑別程序如下：(1)共識建立：召集各部門一級主管召開會議辨識公司內外部風險；(2) 風險辨識：盤點內外部風險議題後，分為 7 大面向和 35 項風險議題；(3)風險分析&風險評量：透過專家評鑑法，調查各級主管對風險之於公司營運衝擊的嚴重度與發生機率看法，選定9項高度風險的議題； (4)風險因應與監督：針對9項高度風險議題，盤點採購、人力資源、生產、研發、環保、職業安全與衛生及五廠各單位之因應策略，彙整出公司的風險回應與管理作為，並針對各項風險議題進行因應策略與減緩行動；(5)風險報告審查、紀錄與揭露：各單位訂定高風險議題之風險胃納、風險目標與因應方案及預訂改善完成時程，每季監控高風險項目，高風險清單執行狀況呈報於2024年11月13日董事會之2025事業計畫報告案報告中。,N/A,2026-05-15
1150513,113,1315,達新,"風險管理組織架構
一、董事會：為本集團風險管理之最高治理單位，以遵循法令
         依整體營運策略及經營環境，推動並落實公司整體風險管
         理為目標，明確瞭解公司營運所面臨之風險，確保風險管
         理之有效性，並負風險管理最終責任。
二、永續發展委員會：為本集團風險管理之最高指導單位。其
         下之推行小組，負責協調相關營運部門進行風險辨識、評
         估、管制及監督。
三、營運部門：所有本集團主管及員工皆有義務對各自負責之
         工作做好風險辨識、評估、處理及報告，確保風險控管機
         制與程序能有效執行。
四、內部稽核：隸屬於董事會之獨立單位，協助董事會監督風
         險管理機制之落實程度，定期查核各營運單位之內控及稽
         核計畫是否落實，並依查核結果提交改善建議報告。 
風險管理流程：   
         本集團風險管理流程包括：風險辨識、風險分析、風險評估
        、風險監控、風險報告、風險回應。
風險管理之執行：
         本集團風險管理之執行係按照風險管理三級制分工架構運作。
風險管理層級	                                      風險管理運作
第一線責任	        各業務承辦人為其承辦業務之風險責任人，須依相關業
                                務之內部控制制度及內部規範執行業務，為最初的風險
                                發覺、評估及控制的直接單位。
第二線責任	        各推行小組權責主管，須負責相關業務之風險管理，並
                                應根據實際業務之運作，審視作業細則，並應注意主管
                                機關公告之最新法規增(修)訂及業務相關函令，必要時
                                得增(修)訂相關內部規範。
第三線責任	        高階管理階層須審視本公司風險管理相關機制之完整性
                                以確實督導風險管理之有效執行並定期向董事會報告。
風險管理執行落實之評估 :
         由內部稽核人員進行有關風險管理是否有效落實執行之評估，
         確保制度落實與遵循。
風險資訊揭露 :
         本集團除應依主管機關規定揭露相關資訊外，並於年報、公司
         網頁揭露與風險管理有關資訊。


",N/A,2026-05-15
1150513,113,1319,東陽,N/A,N/A,2026-05-15
1150513,113,1321,大洋,N/A,N/A,2026-05-15
1150513,113,1326,台化,N/A,N/A,2026-05-15
1150513,113,1338,廣華-KY,訂立風險與機遇應對措施控制程序 ,持續尋找更多種類之替代性原物料，降低對於環境之衝撃,2026-05-15
1150513,113,1339,昭輝,N/A,N/A,2026-05-15
1150513,113,1340,勝悅-KY,"勝悅依循 TCFD 指引之內容，建立氣候相關風險管理程序，管理流程依序為（1）完成氣候風
險清單、（2）排序風險重大性、（3）結果與呈報、（4）因應策略與對外揭露等四步驟，將氣候
風險鑑別與評估納入企業風險管理流程，由各單位自行查核及流程改善，將企業風險管理之執
行與各部門日常作業程序及公司營業目標結合，確保風險管理方案有效性。目前以能源使用強
度、年度溫室氣體排放強度作為初步衡量指標，後續將依據 GHG Protocol 建立完整盤查體系。","本公司致力於發展關鍵核心技術，所有產品均符合國際安規標準與國際環保規範。為保障客戶
隱私，除了與客戶簽訂相關技術和研發保密協定之外，另為提供客戶多元的反應資訊管道，客
戶除了可直接以電子郵件反應給專屬業務員之外，也可透過網路商務平台，提供訂單出貨明細
與相關裝船文件等資訊。",2026-05-15
1150513,113,1342,八貫,本公司訂有內部控制制度，每年評估相關風險，制定年度稽核計畫，以降低並預防任何可能的風險。,N/A,2026-05-15
1150513,113,1409,新纖,"公司以系統性方法檢視業務風險，針對關鍵作業或高衝擊事件，進行危害鑑別與風險評估，制定應對措施。主責單位篩選重要風險項
目，配合年度計劃，訂定可追蹤的領先指標與對應措施，並設定檢核頻率，指派主辦與協辦人員負責執行。各部門亦擬定指標異常時
的處置對策，提升風險應變能力。",N/A,2026-05-15
1150513,113,1413,宏洲,本公司參照臺灣證券交易所『上市上櫃公司風險管理實務守則』相關規定訂定本公司之風險管理實務守則，以強化風險管理制度。本公司之風險管理實務守則總共分為六個章節共30條條文，內容涵蓋總則、風險管理政策與程序之審查與施行、風險管理組織架構與職責、風險管理程序、風險報導與揭露、附則。本公司第十九屆第三次董事會(111/11/3日)通過「風險管理實務守則」，並訂定有「風險管理政策」。,宏洲公司在風險事項鑑別主要透過每年12月實施內控自行評估時，依照風險管理制度發放『風險評估表』給部門主管以上填寫，透過考量明年度經營目標的逹成及最新國內外經營環境的變化，鑑別出影響明年度目標逹成的風險(可能性、重大性及衝擊大小)，並擬定對策，確保經營目標的逹成。本公司風險報告書每年一次定期向董事會提出報告，113年風險報告書於113年3月7日經審計委員會及董事會通過。(114年風險報告書於114年3月5日經審計委員會及董事會通過),2026-05-15
1150513,113,1414,東和,N/A,N/A,2026-05-15
1150513,113,1417,嘉裕,N/A,N/A,2026-05-15
1150513,113,1418,東華,N/A,N/A,2026-05-15
1150513,113,1419,新紡,N/A,N/A,2026-05-15
1150513,113,1423,利華,N/A,N/A,2026-05-15
1150513,113,1432,大魯閣,N/A,N/A,2026-05-15
1150513,113,1435,中福,N/A,N/A,2026-05-15
1150513,113,1436,華友聯,N/A,N/A,2026-05-15
1150513,113,1439,雋揚,N/A,N/A,2026-05-15
1150513,113,1440,南紡,N/A,N/A,2026-05-15
1150513,113,1441,大東,"本公司已訂定「重大災害或緊急事件處理通報辦法」，設有專責小組負責應變處理。針對重大事件，建立分層分級的管理制度，以有效掌握與控管各類風險，進一步提升員工安全，並降低公司可能面臨的財務損失。
2024年客戶要求原料去中化, 尚無因此失去訂單, 但對未來接單有風險",已經開始搜尋中國以外來源供應商,2026-05-15
1150513,113,1442,名軒,N/A,N/A,2026-05-15
1150513,113,1443,立益物流,N/A,N/A,2026-05-15
1150513,113,1445,大宇,大宇紡織依據內部稽核準則強化風險管理體系，各項風險先由相關業務單位或負責人進行初步識別、評估及管控，並於每年年底進行自我評估，確保風險防範措施的設計與執行有效，後由各部門定期展開相互審查及內部稽核人員進行定期或不定期的查核。，最終將風險管理成果將提交董事會審議。藉由多層次的防範措施及全員參與機制，確保風險能夠得到有效衡量與管理。,"智慧財產權管理
大宇紡織致力於創新技術與循環經濟的推動，除設有專責的研究發展部門持續進行產品研發外，亦導入數位化ERP管理系統，以提升營運效率與管理精準度。在智慧財產管理方面，公司已建立完善制度，持續辦理專利與商標之定期展延，並強化營業秘密之保護機制，確保創新成果與關鍵技術的安全性。
在營業秘密管理層面，公司制定明確的內控規範與作業措施，包括：
1.	技術資料保密義務：員工於在職期間及到職前所接觸之一切技術或資料，皆應嚴格保密，禁止未經授權之使用或洩漏；並於離職或經公司要求返還資料時，須立即繳回所有技術資料，並不得保留任何形式之副本。

2.	機密文件管理制度：所有涉及專利、營運活動或技術性之文件，均依據公司機密文件管理規定辦理，禁止擅自攜帶外出、轉借或出示予第三人。文件應妥善保管，若需調閱，必須詳實記錄摘要、用途並依核決權限辦理申請。",2026-05-15
1150513,113,1449,佳和,N/A,N/A,2026-05-15
1150513,113,1451,年興,N/A,N/A,2026-05-15
1150513,113,1454,台富,詳如本公司年報第93頁,N/A,2026-05-15
1150513,113,1455,集盛,N/A,N/A,2026-05-15
1150513,113,1456,怡華,"怡華實業為確實掌握當前關鍵氣候機會與風險，三大工作小組每年定期蒐整國際ESG相關趨勢、產業及特定倡議之風險機會議題，並定期召集永續發展工作小組；由工作小組向各相關部門單位蒐整年度因應氣候風險情況，並透過訪談各氣候議題相關單位對議題之衝擊程度與發生可能性
看法，以彙整並鑑別怡華實業年度關鍵氣候風險與機會，並將結果向上提報永續發展委員會，由董事會進行決議與訂定相關策略。",N/A,2026-05-15
1150513,113,1457,宜進,本公司參照臺灣證券交易所『上市上櫃公司風險管理實務守則』相關規定訂定本公司之風險管理實務守則，以強化風險管理制度。本公司之風險管理實務守則總共分為六個章節共30條條文，內容涵蓋總則、風險管理政策與程序之審查與施行、風險管理組織架構與職責、風險管理程序、風險報導與揭露、附則。本公司111年第五次董事會(111/11/9日)通過「風險管理實務守則」，並訂定有「風險管理政策」,宜進公司(含子公司)在風險事項鑑別主要透過每年12月實施內控自行評估時，依照風險管理制度發放『風險評估表』給部門主管以上填寫，透過考量明年度經營目標的逹成及最新國內外經營環境的變化，鑑別出影響明年度目標逹成的風險(可能性、重大性及衝擊大小)，並擬定對策，確保經營目標的逹成。本公司風險報告書每年一次定期向董事會提出報告，113年度風險報告書於113年3月12日經審計委員會及董事會通過。(114年風險報告書於114年3月13日經審計委員會及董事會通過),2026-05-15
1150513,113,1459,聯發,N/A,N/A,2026-05-15
1150513,113,1460,宏遠,本公司於111年11月8日經董事會通過訂定「風險管理政策」，若遇有突發性之新增重大風險發生時，致可能對公司產生重大影響之改變，則應成立相關應變小組以即時回應處理各種風險狀況，並與內外部相關利害關係人溝通，確保遵循法令規定及將潛在損失與衝擊降至最低。,N/A,2026-05-15
1150513,113,1465,偉全,N/A,N/A,2026-05-15
1150513,113,1468,昶和,N/A,N/A,2026-05-15
1150513,113,1470,大統新創,N/A,N/A,2026-05-15
1150513,113,1474,弘裕,弘裕企業為強化公司治理、提升營運穩健性與永續發展，於2024年制定「風險管理政策與程序」，並已於2024年5月10日經審計委員會及董事會審議通過。,N/A,2026-05-15
1150513,113,1475,業旺,N/A,N/A,2026-05-15
1150513,113,1504,東元,N/A,N/A,2026-05-15
1150513,113,1512,瑞利,N/A,N/A,2026-05-15
1150513,113,1513,中興電,N/A,N/A,2026-05-15
1150513,113,1514,亞力,N/A,N/A,2026-05-15
1150513,113,1515,力山,N/A,N/A,2026-05-15
1150513,113,1516,川飛,N/A,N/A,2026-05-15
1150513,113,1519,華城,"公司根據國際風險管理系統ISO 31000之精神與架構，編制風險管理系統持續維持運作，並制定風險管理相關標準書，依照PDCA管理循環協助公司進行風險管理。
",N/A,2026-05-15
1150513,113,1526,日馳,N/A,N/A,2026-05-15
1150513,113,1527,鑽全,N/A,N/A,2026-05-15
1150513,113,1530,亞崴,N/A,N/A,2026-05-15
1150513,113,1531,高林股,N/A,N/A,2026-05-15
1150513,113,1532,勤美,N/A,N/A,2026-05-15
1150513,113,1533,車王電,請參閱本公司年報第142-143頁,採購部亦建立AVL(Approve Vender List)清單，掌握相關市場訊息與供應來源，對關鍵零組件均已考量納入第二供應商(Second Source)之開發與認證，確保原供應商發生異常造成無法交貨時仍可及時調整供應鏈，即時供貨確保整體生產體系之正常運作。,2026-05-15
1150513,113,1535,中宇,本公司企業永續發展委員會依據永續報告書之重大性原則進行與公司營運相關之環境、社會及公司治理議題之風險評估，並訂定「風險管理政策與程序」以作為風險管理之最高指導原則並定期向董事會報告風險狀況；本公司透過重大性分析流程鑑別出利害關係人之高關注度之議題並針對各項風險擬定重大風險及因應策略，風險管理範疇涵蓋「營運風險」、「財務風險」、「資安風險」、「危害風險」、「法遵風險」等之管理，以有效辨識、衡量及控制本公司之各項風險，將因業務活動所產生的風險控制在可接受的範圍。,N/A,2026-05-15
1150513,113,1536,和大,N/A,N/A,2026-05-15
1150513,113,1537,廣隆,N/A,N/A,2026-05-15
1150513,113,1538,正峰,N/A,N/A,2026-05-15
1150513,113,1540,喬福,N/A,N/A,2026-05-15
1150513,113,1558,伸興,"伸興設有風險管理委員會，轄下執行單位為風險管理小組，召集人為總經理，各營運部門依業務職掌進行相關風險辨識、分析、評量及回應，確保風險管理及相關程序有效執行。相關細節請見官網
https://www.zenghsing.com.tw/csr/risk-management/?lang=zh-hant",N/A,2026-05-15
1150513,113,1568,倉佑,N/A,N/A,2026-05-15
1150513,113,1582,信錦,N/A,N/A,2026-05-15
1150513,113,1583,程泰,N/A,N/A,2026-05-15
1150513,113,1589,永冠-KY,在全球政經環境持續波動、能源政策快速演變的情勢下，永冠集團展現前瞻性的風險管理與營運韌性規劃，目前除逐步完成生產區域佈局的靈活調整方案、並依據各地關稅制度與政策動向即時優化資源配置，進一步提升客戶全球化供應鏈的彈性，以期能有效降低地緣政治與市場不確定性對營運穩定性的衝擊。集團公司將持續推動與優化垂直整合能力、技術領先優勢及高效率營運模式，逐步擴大在全球高附加價值市場中的影響力。,N/A,2026-05-15
1150513,113,1597,直得,N/A,N/A,2026-05-15
