Code,Name,IssuedDate,StartingDate,CouponRate,DailyAccInterest,date
A94101,94央債甲01,20050107,20050107,1.375,3.7671,2026-05-18
A94102,94央債甲02,20050124,20050124,1.875,5.1369,2026-05-18
A94103,94央債甲03,20050225,20050225,2.375,6.5068,2026-05-18
A94104,94央債甲04,20050316,20050316,2.250,6.1643,2026-05-18
A94105,94央債甲05,20050513,20050513,2.250,6.1643,2026-05-18
A94106,94央債甲06,20050720,20050720,2.000,5.4794,2026-05-18
A94107,94央債甲07,20050912,20050912,1.625,4.4520,2026-05-18
A94108,94央債甲08,20051116,20051116,2.000,5.4794,2026-05-18
A95101,95央債甲01,20060106,20060106,1.750,4.7945,2026-05-18
A95102,95央債甲02,20060224,20060224,1.875,5.1369,2026-05-18
A95103,95央債甲03,20060331,20060331,1.750,4.7945,2026-05-18
A95104,95央債甲04,20060512,20060512,1.875,5.1370,2026-05-18
A95105,95央債甲05,20060720,20060720,2.000,5.4794,2026-05-18
A95106,95央債甲06,20060908,20060908,1.875,5.1369,2026-05-18
A95107,95央債甲07,20061110,20061110,2.125,5.8219,2026-05-18
A96101,96央債甲01,20070126,20070126,1.875,5.1369,2026-05-18
A96102,96央債甲02,20070214,20070214,2.000,5.4794,2026-05-18
A96103,96央債甲03,20070316,20070316,1.875,5.1369,2026-05-18
A96104,96央債甲04,20070518,20070518,1.875,5.1369,2026-05-18
A96105,96央債甲05,20070720,20070720,2.000,5.4794,2026-05-18
A96106,96央債甲06,20070921,20070921,2.375,6.5068,2026-05-18
A96107,96央債甲07,20071116,20071116,3.000,8.2191,2026-05-18
A96201,96央債乙01,20071019,20071019,2.625,7.1917,2026-05-18
A97101,97央債甲01,20080116,20080116,2.375,6.5068,2026-05-18
A97102,97央債甲02,20080214,20080214,2.500,6.8493,2026-05-18
A97103,97央債甲03,20080314,20080314,2.375,6.5068,2026-05-18
A97104,97央債甲04,20080720,20080720,2.000,5.4794,2026-05-18
A97105,97央債甲05,20080814,20080814,2.625,7.1917,2026-05-18
A97106,97央債甲06,20080924,20080924,2.125,5.8219,2026-05-18
A98101,98央債甲01,20090121,20090121,0.875,2.3972,2026-05-18
A98102,98央債甲02,20090216,20090216,2.125,5.8219,2026-05-18
A98103,98央債甲03,20090305,20090305,1.375,3.7671,2026-05-18
A98104,98央債甲04,20090720,20090720,2.000,5.4794,2026-05-18
A98105,98央債甲05,20090813,20090813,2.125,5.8219,2026-05-18
A98106,98央債甲06,20090909,20090909,1.375,3.7671,2026-05-18
A98107,98央債甲07,20091021,20091021,0.250,0.6849,2026-05-18
A99101,99央債甲01,20100112,20100112,0.875,2.3972,2026-05-18
A99102,99央債甲02,20100128,20100128,2.250,6.1643,2026-05-18
A99103,99央債甲03,20100210,20100210,0.250,0.6849,2026-05-18
A99104,99央債甲04,20100222,20100222,1.875,5.1369,2026-05-18
A99105,99央債甲05,20100310,20100310,1.375,3.7671,2026-05-18
A99106,99央債甲06,20100720,20100720,2.000,5.4794,2026-05-18
A99107,99央債甲07,20100812,20100812,1.750,4.7945,2026-05-18
A99108,99央債甲08,20100921,20100921,1.125,3.0821,2026-05-18
A99109,99央債甲09,20101228,20101228,2.125,5.8219,2026-05-18
A00101,100央債甲01,20110105,20110105,1.000,2.7397,2026-05-18
A00102,100央債甲02,20110113,20110113,2.125,5.8219,2026-05-18
A00103,100央債甲03,20110214,20110214,0.750,2.0547,2026-05-18
A00104,100央債甲04,20110222,20110222,2.000,5.4794,2026-05-18
A00105,100央債甲05,20110317,20110317,1.375,3.7671,2026-05-18
A00106,100央債甲06,20110720,20110720,2.000,5.4644,2026-05-18
A00107,100央債甲07,20110802,20110802,1.875,5.1229,2026-05-18
A00108,100央債甲08,20110822,20110822,1.875,5.1229,2026-05-18
A00109,100央債甲09,20110930,20110930,1.250,3.4153,2026-05-18
A00201,100央債乙01,20110526,20110526,1.750,4.7945,2026-05-18
A01101,101央債甲01,20120106,20120106,1.000,2.7322,2026-05-18
A01102,101央債甲02,20120120,20120120,1.625,4.4398,2026-05-18
A01103,101央債甲03,20120204,20120204,0.750,2.0491,2026-05-18
A01104,101央債甲04,20120213,20120213,1.750,4.7814,2026-05-18
A01105,101央債甲05,20120307,20120307,1.250,3.4246,2026-05-18
A01106,101央債甲06,20120720,20120720,2.000,5.4794,2026-05-18
A01107,101央債甲07,20120810,20120810,1.500,4.1095,2026-05-18
A01108,101央債甲08,20120824,20120824,1.625,4.4520,2026-05-18
A01109,101央債甲09,20120924,20120924,1.125,3.0821,2026-05-18
A01201,101央債乙01,20120316,20120316,1.625,4.4520,2026-05-18
A01202,101央債乙02,20120524,20120524,1.250,3.4246,2026-05-18
A02101,102央債甲01,20130109,20130109,1.375,3.7671,2026-05-18
A02102,102央債甲02,20130115,20130115,0.875,2.3972,2026-05-18
A02103,102央債甲03,20130128,20130128,1.500,4.1095,2026-05-18
A02104,102央債甲04,20130208,20130208,0.625,1.7123,2026-05-18
A02105,102央債甲05,20130226,20130226,1.750,4.7945,2026-05-18
A02106,102央債甲06,20130306,20130306,1.125,3.0821,2026-05-18
A02107,102央債甲07,20130719,20130719,0.625,1.7123,2026-05-18
A02108,102央債甲08,20130726,20130726,2.000,5.4794,2026-05-18
A02109,102央債甲09,20130802,20130802,2.500,6.8493,2026-05-18
A02110,102央債甲10,20130918,20130918,1.750,4.7945,2026-05-18
A02111,102央債甲11,20131015,20131015,1.250,3.4246,2026-05-18
A02201,102央債乙01,20130321,20130321,1.750,4.7945,2026-05-18
A03101,103央債甲01,20140117,20140117,0.625,1.7123,2026-05-18
A03102,103央債甲02,20140120,20140120,1.125,3.0821,2026-05-18
A03103,103央債甲03,20140129,20140129,2.000,5.4794,2026-05-18
A03104,103央債甲04,20140214,20140214,1.000,2.7397,2026-05-18
A03105,103央債甲05,20140226,20140226,2.125,5.8219,2026-05-18
A03106,103央債甲06,20140303,20140303,1.500,4.1095,2026-05-18
A03107,103央債甲07,20140425,20140425,1.875,5.1369,2026-05-18
A03108,103央債甲08,20140528,20140528,2.000,5.4794,2026-05-18
A03109,103央債甲09,20140627,20140627,1.125,3.0821,2026-05-18
A03110,103央債甲10,20140718,20140718,1.125,3.0821,2026-05-18
A03111,103央債甲11,20140731,20140731,2.125,5.8219,2026-05-18
A03112,03央債甲12,20140804,20140804,2.250,6.1643,2026-05-18
A03113,103央債甲13,20140926,20140926,1.625,4.4520,2026-05-18
A03114,103央債甲14,20141002,20141002,2.250,6.1643,2026-05-18
A03115,103央債甲15,20141015,20141015,1.250,3.4246,2026-05-18
A03116,103央債甲16,20141126,20141126,2.250,6.1643,2026-05-18
A04101,104央債甲01,20150109,20150109,0.750,2.0547,2026-05-18
A04102,04央債甲02,20150123,20150123,2.000,5.4794,2026-05-18
A04103,04央債甲03,20150209,20150209,0.625,1.7123,2026-05-18
A04104,04央債甲04,20150213,20150213,2.375,6.5068,2026-05-18
A04105,04央債甲05,20150313,20150313,1.625,4.4520,2026-05-18
A04106,04央債甲06,20150327,20150327,1.000,2.7397,2026-05-18
A04107,104央債甲07,20150415,20150415,2.125,5.8219,2026-05-18
A04108,104央債甲08,20150515,20150515,2.375,6.5068,2026-05-18
A04109,104央債甲09,20150612,20150612,1.000,2.7397,2026-05-18
A04110,104央債甲10,20150717,20150717,0.625,1.7123,2026-05-18
A04111,104央債甲11,20150810,20150810,2.250,6.1643,2026-05-18
A04112,104央債甲12,20150911,20150911,1.125,3.0821,2026-05-18
A04113,104央債甲13,20151015,20151015,1.250,3.4246,2026-05-18
A04114,104央債甲14,20151026,20151026,1.750,4.7945,2026-05-18
A05101,105央債甲01,20160115,20160115,0.375,1.0273,2026-05-18
A05102,105央債甲02,20160122,20160122,1.375,3.7671,2026-05-18
A05103,105央債甲03,20160225,20160225,0.125,1.0273,2026-05-18
A05104,105央債甲04,20160304,20160304,0.750,2.0547,2026-05-18
A05105,105央債甲05,20160330,20160330,0.500,1.3698,2026-05-18
A05106,105央債甲06,20160408,20160408,1.250,3.4246,2026-05-18
A05107,105央債甲07,20160520,20160520,1.625,4.4520,2026-05-18
A05108,105央債甲08,20160624,20160624,0.500,1.3698,2026-05-18
A05109,105央債甲09,20160719,20160719,1.125,3.0821,2026-05-18
A05110,105央債甲10,20160805,20160805,1.375,3.7671,2026-05-18
A05111,105央債甲11,20160907,20160907,0.625,1.7123,2026-05-18
A05112,105央債甲12,20161018,20161018,0.375,1.0273,2026-05-18
A05113,105央債甲13,20161025,20161025,0.625,1.7123,2026-05-18
A05114,105央債甲14,20161125,20161125,2.000,5.4794,2026-05-18
A06101,106央債甲01,20170111,20170111,0.500,1.3698,2026-05-18
A06102,106央債甲02,20170123,20170123,0.750,2.0547,2026-05-18
A06103,106央債甲03,20170220,20170220,1.750,4.7945,2026-05-18
A06104,106央債甲04,20170301,20170301,1.125,3.0821,2026-05-18
A06105,106央債甲05,20170421,20170421,0.750,2.0547,2026-05-18
A06106,106央債甲06,20170526,20170526,1.875,5.1370,2026-05-18
A06107,106央債甲07,20170727,20170727,0.500,1.3698,2026-05-18
A06108,106央債甲08,20170818,20170818,1.500,4.1095,2026-05-18
A06109,106央債甲09,20170920,20170920,1.000,2.7397,2026-05-18
A06110,106央債甲10,20171018,20171018,0.625,1.7123,2026-05-18
A06111,106央債甲11,20171124,20171124,1.625,4.4520,2026-05-18
A07101,107央債甲01,20180112,20180112,0.625,1.7123,2026-05-18
A07102,107央債甲02,20180208,20180208,1.000,2.7397,2026-05-18
A07103,107央債甲03,20180313,20180313,1.375,3.7671,2026-05-18
A07104,107央債甲04,20180518,20180518,1.500,4.1096,2026-05-18
A07105,107央債甲05,20180608,20180608,0.875,2.3973,2026-05-18
A07106,107央債甲06,20180628,20180628,0.500,1.3699,2026-05-18
A07107,107央債甲07,20180720,20180720,0.625,1.7123,2026-05-18
A07108,107央債甲08,20180921,20180921,1.125,3.0821,2026-05-18
A07109,107央債甲09,20181017,20181017,0.875,2.3972,2026-05-18
A07110,107央債甲10,20181109,20181109,1.375,3.7671,2026-05-18
A07111,107央債甲11,20181123,20181123,0.750,2.0547,2026-05-18
A07112,107央債甲12,20181217,20181217,0.500,1.3698,2026-05-18
A08101,108央債甲01,20190114,20190114,0.625,1.7123,2026-05-18
A08102,108央債甲02,20190128,20190128,1.125,3.0821,2026-05-18
A08103,108央債甲03,20190213,20190213,0.750,2.0547,2026-05-18
A08104,108央債甲04,20190304,20190304,1.125,3.0821,2026-05-18
A08105,108央債甲05,20190517,20190517,1.125,3.0821,2026-05-18
A08106,108央債甲06,20190626,20190626,0.625,1.7123,2026-05-18
A08107,108央債甲07,20190717,20190717,0.500,1.3698,2026-05-18
A08108,108央債甲08,20190906,20190906,0.750,2.0547,2026-05-18
A08109,108央債甲09,20191014,20191014,0.625,1.7123,2026-05-18
A08110,108央債甲10,20191108,20191108,1.000,2.7397,2026-05-18
A08111,108央債甲11,20191122,20191122,0.500,1.3698,2026-05-18
A09101,109央債甲01,20200110,20200110,0.500,1.3698,2026-05-18
A09102,109央債甲02,20200117,20200117,0.750,2.1780,2026-05-18
A09103,109央債甲03,20200221,20200221,0.500,1.3698,2026-05-18
A09104,109央債甲04,20200309,20200309,0.500,1.3698,2026-05-18
A09105,109央債甲05,20200512,20200512,0.750,2.0547,2026-05-18
A09106,109央債甲06,20200611,20200611,0.375,1.0273,2026-05-18
A09107,109央債甲07,20200717,20200717,0.250,0.6849,2026-05-18
A09108,109央債甲08,20200918,20200918,0.500,1.3698,2026-05-18
A09109,109央債甲09,20201014,20201014,0.250,0.6849,2026-05-18
A09110,109央債甲10,20201113,20201113,0.125,0.3424,2026-05-18
A09111,109央債甲11,20201127,20201127,0.375,1.0273,2026-05-18
A09112,109央債甲12,20201208,20201208,0.125,0.3424,2026-05-18
A09113,109央債甲13,20201229,20201229,0.375,1.0273,2026-05-18
A10101,110央債甲01,20210113,20210113,0.250,0.6849,2026-05-18
A10102,110央債甲02,20210129,20210129,0.500,1.3698,2026-05-18
A10103,110央債甲03,20210222,20210222,0.250,0.6849,2026-05-18
A10104,110央債甲04,20210225,20210225,0.625,1.9698,2026-05-18
A10105,10央債甲05,20210521,20210521,0.625,1.7123,2026-05-18
A10106,110央債甲06,20210618,20210618,0.125,0.3424,2026-05-18
A10107,110央債甲07,20210623,20210623,0.375,1.0273,2026-05-18
A10108,110央債甲08,20210729,20210729,0.250,0.6849,2026-05-18
A10109,110央債甲09,20210826,20210826,0.250,0.7123,2026-05-18
A10110,110央債甲10,20210929,20210929,0.500,1.3698,2026-05-18
A10111,110央債甲11,20211022,20211022,0.500,1.3698,2026-05-18
A10112,110央債甲12,20211112,20211112,0.625,1.7123,2026-05-18
A10113,110央債甲13,20211223,20211223,1.125,3.0821,2026-05-18
A10201,10央債乙01,20210507,20210507,0.375,1.0273,2026-05-18
A10202,110央債乙02,20210820,20210820,0.250,1.0219,2026-05-18
A11101,111央債甲01,20220118,20220118,1.000,2.7397,2026-05-18
A11102,111央債甲02,20220218,20220218,0.625,1.7123,2026-05-18
A11103,111央債甲03,20220224,20220224,0.500,1.3698,2026-05-18
A11104,111央債甲04,20220304,20220304,0.875,2.3972,2026-05-18
A11105,111央債甲05,20220520,20220520,2.000,5.4794,2026-05-18
A11106,111央債甲06,20220623,20220623,1.000,2.7397,2026-05-18
A11107,111央債甲07,20220630,20220630,1.250,3.4246,2026-05-18
A11108,111央債甲08,20220923,20220923,1.250,3.4246,2026-05-18
A11109,111央債甲09,20220930,20220930,1.875,5.1369,2026-05-18
A11110,111央債甲10,20221017,20221017,1.750,4.7945,2026-05-18
A11111,111央債甲11,20221111,20221111,2.375,6.5753,2026-05-18
A11201,111央債乙01,20220110,20220110,0.750,2.0547,2026-05-18
A11202,111央債乙02,20220331,20220331,0.750,2.0547,2026-05-18
A12101,112央債甲01,20230117,20230117,1.000,2.7397,2026-05-18
A12102,112央債甲02,20230217,20230217,1.125,3.0820,2026-05-18
A12103,112央債甲03,20230223,20230223,1.000,2.7397,2026-05-18
A12104,112央債甲04,20230303,20230303,1.375,3.7671,2026-05-18
A12105,112央債甲05,20230512,20230512,1.500,4.1095,2026-05-18
A12106,112央債甲06,20230526,20230526,1.000,2.7397,2026-05-18
A12107,112央債甲07,20230609,20230609,1.125,3.0821,2026-05-18
A12108,112央債甲08,20230915,20230915,1.125,3.0821,2026-05-18
A12109,112央債甲09,20230922,20230922,1.375,3.7671,2026-05-18
A12110,112央債甲10,20231005,20231005,1.250,3.4246,2026-05-18
A12111,112央債甲11,20231122,20231122,1.750,4.7945,2026-05-18
A12201,112央債乙01,20230110,20230110,1.250,3.4246,2026-05-18
A13101,113央債甲01,20240105,20240105,1.125,3.0821,2026-05-18
A13102,113央債甲02,20240118,20240118,1.375,3.7568,2026-05-18
A13103,113央債甲03,20240129,20240129,1.125,3.0737,2026-05-18
A13104,113央債甲04,20240223,20240223,1.125,3.0737,2026-05-18
A13105,113央債甲05,20240425,20240425,1.625,4.4520,2026-05-18
A13106,113央債甲06,20240524,20240524,1.875,5.1369,2026-05-18
A13107,113央債甲07,20240621,20240621,1.625,4.4520,2026-05-18
A13108,113央債甲08,20240913,20240913,1.375,3.7671,2026-05-18
A13109,113央債甲09,20240925,20240925,1.500,4.1096,2026-05-18
A13110,113央債甲10,20241018,20241018,1.500,4.1095,2026-05-18
A13111,113央債甲11,20241115,20241115,1.750,4.7945,2026-05-18
A13201,113央債乙01,20240315,20240315,1.125,3.0821,2026-05-18
A13202,113央債乙02,20240510,20240510,1.625,4.4520,2026-05-18
A14101,114央債甲01,20250109,20250109,1.500,4.1095,2026-05-18
A14102,114央債甲02,20250122,20250122,1.250,3.4246,2026-05-18
A14103,114央債甲03,20250213,20250213,1.500,4.1095,2026-05-18
A14104,114央債甲04,20250312,20250312,1.500,4.1095,2026-05-18
A14105,114央債甲05,20250327,20250327,1.750,4.7945,2026-05-18
A14106,114央債甲06,20250516,20250516,1.875,5.1369,2026-05-18
A14107,114央債甲07,20250613,20250613,1.500,4.1095,2026-05-18
A14108,114央債甲08,20250716,20250716,1.250,3.4246,2026-05-18
A14109,114央債甲09,20250910,20250910,1.500,4.1096,2026-05-18
A14110,114央債甲10,20251017,20251017,1.250,3.4246,2026-05-18
A14111,114央債甲11,20251114,20251114,1.375,3.7671,2026-05-18
A14201,114央債乙01,20250120,20250120,1.625,4.4520,2026-05-18
A15101,115央債甲01,20260112,20260112,1.250,3.4246,2026-05-18
A15102,115央債甲02,20260122,20260122,0.125,3.0821,2026-05-18
A15103,115央債甲03,20260210,20260210,0.125,3.7671,2026-05-18
A15104,115央債甲04,20260303,20260303,1.500,4.1095,2026-05-18
A15201,115央債乙01,20260130,20260130,0.125,4.1095,2026-05-18
A15202,115央債乙02,20260417,20260417,1.250,3.4246,2026-05-18
A89111,89央債甲11,20000811,20000811,5.125,14.0410,2026-05-18
A89112,89央債甲12,20000913,20000913,5.125,14.0410,2026-05-18
A89113,89央債甲13,20001114,20001114,5.375,14.7260,2026-05-18
A89114,89央債甲14,20001215,20001215,5.125,14.0410,2026-05-18
A90101,90央債甲01,20010109,20010109,5.125,14.0410,2026-05-18
A90102,90央債甲02,20010213,20010213,5.000,13.6986,2026-05-18
A90103,90央債甲03,20010306,20010306,4.625,12.6712,2026-05-18
A90104,90央債甲04,20010508,20010508,4.625,12.6712,2026-05-18
A90105,90央債甲05,20010717,20010717,3.625,9.9315,2026-05-18
A90106,90央債甲06,20010807,20010807,3.750,10.2739,2026-05-18
A90107,90央債甲07,20011019,20011019,3.500,9.5890,2026-05-18
A90108,90央債甲08,20011113,20011113,3.875,10.6164,2026-05-18
A90201,90央債乙01,20010911,20010911,4.000,10.9589,2026-05-18
A91101,91央債甲01,20020118,20020118,2.250,6.1643,2026-05-18
A91102,91央債甲02,20020129,20020129,3.000,8.2191,2026-05-18
A91103,91央債甲03,20020205,20020205,4.250,11.6438,2026-05-18
A91104,91央債甲04,20020308,20020308,3.625,9.9315,2026-05-18
A91105,91央債甲05,20020528,20020528,2.750,7.5342,2026-05-18
A91106,91央債甲06,20020730,20020730,2.625,7.1917,2026-05-18
A91107,91央債甲07,20020816,20020816,3.750,10.2739,2026-05-18
A91108,91央債甲08,20020910,20020910,3.250,8.9041,2026-05-18
A91109,91央債甲09,20021011,20021011,2.500,6.8493,2026-05-18
A91110,91央債甲10,20021119,20021119,1.750,4.7945,2026-05-18
A91111,91央債甲11,20021217,20021217,2.500,6.8493,2026-05-18
A92101,92央債甲01,20030110,20030110,1.375,3.7671,2026-05-18
A92102,92央債甲02,20030117,20030117,1.625,4.4520,2026-05-18
A92103,92央債甲03,20030218,20030218,2.500,6.8493,2026-05-18
A92104,92央債甲04,20030307,20030307,1.875,5.1369,2026-05-18
A92105,92央債甲05,20030516,20030516,1.000,2.7397,2026-05-18
